rpa,subject,PID
TX73_007320,PGIDNB_23975,44.175
TX73_007325,PGIDNB_02315,32
TX73_007335,PGIDNB_05125,40.09
TX73_007345,PGIDNB_08730,85.938
TX73_007350,PGIDNB_13710,43.725
TX73_007370,PGIDNB_21200,32.397
TX73_007380,PGIDNB_21205,34.186
TX73_007385,PGIDNB_21210,59.489
TX73_007390,PGIDNB_19500,47.273
TX73_007400,PGIDNB_23625,83.333
TX73_007405,PGIDNB_23625,48.611
TX73_007410,PGIDNB_15525,41.27
TX73_007420,PGIDNB_20825,52.381
TX73_007425,PGIDNB_16630,46.689
TX73_007430,PGIDNB_20810,27.068
TX73_007435,PGIDNB_05045,41.639
TX73_007440,PGIDNB_05040,39.636
TX73_007445,PGIDNB_08270,38.286
TX73_007450,PGIDNB_23580,88.134
TX73_007455,PGIDNB_14730,34.247
TX73_007465,PGIDNB_23605,31.25
TX73_007480,PGIDNB_22915,22.371
TX73_007485,PGIDNB_18040,55.426
TX73_007490,PGIDNB_18045,33.221
TX73_007510,PGIDNB_19715,36.697
TX73_007515,PGIDNB_06005,93.031
TX73_007520,PGIDNB_06010,79.104
TX73_007530,PGIDNB_06015,80.268
TX73_007535,PGIDNB_06020,81.818
TX73_007545,PGIDNB_06015,41.477
TX73_007555,PGIDNB_16630,49.372
TX73_007560,PGIDNB_15340,48.387
TX73_007565,PGIDNB_20820,37.398
TX73_007570,PGIDNB_05045,38.922
TX73_007575,PGIDNB_12365,27.711
TX73_007580,PGIDNB_06025,82.051
TX73_007585,PGIDNB_06030,92
TX73_007590,PGIDNB_19340,27.206
TX73_007595,PGIDNB_20785,34.597
TX73_007600,PGIDNB_08255,31.098
TX73_007605,PGIDNB_06035,59.649
TX73_007610,PGIDNB_06040,81.362
TX73_007615,PGIDNB_06045,70.588
TX73_007620,PGIDNB_06050,82.979
TX73_007625,PGIDNB_06055,82.767
TX73_007630,PGIDNB_06060,88.929
TX73_007635,PGIDNB_06065,80.519
TX73_007640,PGIDNB_06070,80.44
TX73_007645,PGIDNB_06075,84.337
TX73_007650,PGIDNB_02610,35.751
TX73_007655,PGIDNB_06080,91.071
TX73_007660,PGIDNB_06085,69.806
TX73_007665,PGIDNB_13875,100
TX73_007670,PGIDNB_06095,91.667
TX73_007675,PGIDNB_06100,84.969
TX73_007680,PGIDNB_06105,74.886
TX73_007685,PGIDNB_06110,86.316
TX73_007690,PGIDNB_06115,83.821
TX73_007695,PGIDNB_06120,77.75
TX73_007700,PGIDNB_06125,89.174
TX73_007705,PGIDNB_06130,78.146
TX73_007710,PGIDNB_06135,81.757
TX73_007715,PGIDNB_06140,86.849
TX73_007720,PGIDNB_06150,68.712
TX73_007725,PGIDNB_06155,79.926
TX73_007730,PGIDNB_06160,87.215
TX73_007735,PGIDNB_06165,84.098
TX73_007740,PGIDNB_06170,94.135
TX73_007745,PGIDNB_06175,91.327
TX73_007750,PGIDNB_08465,37.805
TX73_007755,PGIDNB_06180,91.411
TX73_007760,PGIDNB_06185,77.987
TX73_007765,PGIDNB_06190,79.798
TX73_007770,PGIDNB_06195,92.969
TX73_007775,PGIDNB_06200,90.571
TX73_007780,PGIDNB_06205,87.541
TX73_007785,PGIDNB_19790,36.054
TX73_007790,PGIDNB_06210,64.444
TX73_007795,PGIDNB_06215,66.667
TX73_007800,PGIDNB_06220,79.56
TX73_007805,PGIDNB_06225,82.432
TX73_007810,PGIDNB_06230,89.273
TX73_007815,PGIDNB_06235,80.697
TX73_007820,PGIDNB_06240,92.971
TX73_007825,PGIDNB_06245,91.592
TX73_007830,PGIDNB_06250,87.616
TX73_007835,PGIDNB_06255,93.595
TX73_007840,PGIDNB_06260,84
TX73_007845,PGIDNB_06265,88.235
TX73_007850,PGIDNB_06270,84.375
TX73_007855,PGIDNB_06275,94.245
TX73_007860,PGIDNB_06280,95.13
TX73_007865,PGIDNB_06285,85.653
TX73_007870,PGIDNB_06290,63.758
TX73_007875,PGIDNB_06295,85.938
TX73_007880,PGIDNB_06300,92.04
TX73_007885,PGIDNB_06305,87.662
TX73_007890,PGIDNB_06310,82.222
TX73_007895,PGIDNB_06315,85.714
TX73_007900,PGIDNB_06320,71.03
TX73_007905,PGIDNB_06325,73.333
TX73_007910,PGIDNB_06330,68.349
TX73_007915,PGIDNB_06335,55.743
TX73_007920,PGIDNB_06340,86.957
TX73_007925,PGIDNB_06345,90.93
TX73_007930,PGIDNB_06350,86.137
TX73_007935,PGIDNB_06355,91.833
TX73_007940,PGIDNB_06360,92.013
TX73_007945,PGIDNB_06365,92.308
TX73_007950,PGIDNB_06370,89.958
TX73_007955,PGIDNB_06375,86.328
TX73_007960,PGIDNB_06380,79.186
TX73_007965,PGIDNB_06385,65.68
TX73_007970,PGIDNB_06390,87.879
TX73_007975,PGIDNB_06395,91.848
TX73_007980,PGIDNB_06400,86.188
TX73_007985,PGIDNB_06405,93.317
TX73_007990,PGIDNB_06410,85.759
TX73_007995,PGIDNB_02985,36
TX73_008000,PGIDNB_17370,42.623
TX73_008005,PGIDNB_04785,42.365
TX73_008010,PGIDNB_06415,93.621
TX73_008015,PGIDNB_06420,90
TX73_008020,PGIDNB_06425,88.449
TX73_008025,PGIDNB_23320,36.486
TX73_008030,PGIDNB_02360,27.103
TX73_008035,PGIDNB_09175,34.243
TX73_008040,PGIDNB_03020,40.357
TX73_008045,PGIDNB_03030,44.715
TX73_008050,PGIDNB_02670,50.431
TX73_008055,PGIDNB_06430,90.038
TX73_008060,PGIDNB_06435,93.953
TX73_008065,PGIDNB_06440,87.909
TX73_008070,PGIDNB_06445,89.041
TX73_008075,PGIDNB_06450,89.281
TX73_008080,PGIDNB_06455,93.878
TX73_008085,PGIDNB_06460,83.744
TX73_008090,PGIDNB_06465,79.518
TX73_008095,PGIDNB_06470,86.275
TX73_008100,PGIDNB_06475,57.831
TX73_008105,PGIDNB_16545,23.982
TX73_008110,PGIDNB_06485,88.279
TX73_008115,PGIDNB_06490,78.166
TX73_008120,PGIDNB_06495,89.362
TX73_008125,PGIDNB_06505,75.856
TX73_008130,PGIDNB_06510,83.514
TX73_008135,PGIDNB_06515,90.204
TX73_008140,PGIDNB_06520,87.446
TX73_008145,PGIDNB_06525,89.113
TX73_008150,PGIDNB_17605,45.455
TX73_008155,PGIDNB_16875,82.153
TX73_008160,PGIDNB_16870,96.117
TX73_008165,PGIDNB_16850,70.996
TX73_008170,PGIDNB_16845,85.484
TX73_008175,PGIDNB_16840,76.58
TX73_008180,PGIDNB_16945,85.89
TX73_008185,PGIDNB_16940,93.407
TX73_008200,PGIDNB_16940,95.238
TX73_008205,PGIDNB_16935,91.859
TX73_008210,PGIDNB_16930,73.165
TX73_008215,PGIDNB_16925,67.797
TX73_008220,PGIDNB_16920,96.203
TX73_008225,PGIDNB_03440,49.242
TX73_008230,PGIDNB_16910,73.009
TX73_008240,PGIDNB_16905,77.95
TX73_008245,PGIDNB_16900,81.356
TX73_008250,PGIDNB_16895,93.578
TX73_008260,PGIDNB_16885,85.847
TX73_008265,PGIDNB_06530,82.505
TX73_008270,PGIDNB_06540,90.175
TX73_008275,PGIDNB_06545,92.603
TX73_008280,PGIDNB_06550,95.918
TX73_008285,PGIDNB_06555,90.047
TX73_008290,PGIDNB_06560,93.35
TX73_008295,PGIDNB_06365,35.2
TX73_008300,PGIDNB_06565,72.963
TX73_008305,PGIDNB_06570,84.699
TX73_008310,PGIDNB_06575,87.961
TX73_008315,PGIDNB_06580,75.862
TX73_008320,PGIDNB_06585,66.667
TX73_008335,PGIDNB_06600,69.704
TX73_008340,PGIDNB_06605,89.95
TX73_008345,PGIDNB_06610,66.082
TX73_008350,PGIDNB_06615,70.632
TX73_008355,PGIDNB_06620,88.318
TX73_008360,PGIDNB_06625,84.861
TX73_008365,PGIDNB_06630,94.268
TX73_008370,PGIDNB_06635,98.361
TX73_008375,PGIDNB_06640,83.019
TX73_008380,PGIDNB_06645,80.272
TX73_008385,PGIDNB_06650,99.573
TX73_008390,PGIDNB_06660,93.769
TX73_008395,PGIDNB_06665,91.241
TX73_008400,PGIDNB_06670,82.514
TX73_008405,PGIDNB_06675,68.038
TX73_008410,PGIDNB_06680,70.149
TX73_008415,PGIDNB_06685,91.713
TX73_008420,PGIDNB_06690,84.496
TX73_008425,PGIDNB_16095,75.41
TX73_008435,PGIDNB_15585,27.974
TX73_008440,PGIDNB_10265,40.123
TX73_008445,PGIDNB_03540,28.634
TX73_008450,PGIDNB_19195,77.778
TX73_008455,PGIDNB_19190,84.211
TX73_008460,PGIDNB_19185,64.13
TX73_008465,PGIDNB_19180,82.474
TX73_008470,PGIDNB_19175,84.577
TX73_008475,PGIDNB_19170,90.465
TX73_008480,PGIDNB_19165,88.889
TX73_008485,PGIDNB_07040,60.156
TX73_008490,PGIDNB_17365,57.237
TX73_008495,PGIDNB_19160,69.925
TX73_008500,PGIDNB_05370,40.064
TX73_008505,PGIDNB_19155,88.557
TX73_008515,PGIDNB_19140,73.177
TX73_008525,PGIDNB_19135,87.395
TX73_008530,PGIDNB_19130,86.243
TX73_008535,PGIDNB_19125,81.886
TX73_008540,PGIDNB_19120,91.304
TX73_008545,PGIDNB_19115,58.257
TX73_008555,PGIDNB_19110,91.713
TX73_008560,PGIDNB_19105,74.257
TX73_008565,PGIDNB_19100,87.556
TX73_008570,PGIDNB_19095,85.52
TX73_008575,PGIDNB_19090,89.613
TX73_008580,PGIDNB_19085,77.778
TX73_008585,PGIDNB_19080,85.83
TX73_008590,PGIDNB_19075,86.43
TX73_008595,PGIDNB_19070,82.028
TX73_008600,PGIDNB_19065,85.987
TX73_008605,PGIDNB_19060,81.875
TX73_008610,PGIDNB_16095,72.678
TX73_008615,PGIDNB_06625,84.861
TX73_008620,PGIDNB_06630,94.268
TX73_008625,PGIDNB_19055,86.348
TX73_008630,PGIDNB_19050,78.846
TX73_008635,PGIDNB_19045,67.959
TX73_008640,PGIDNB_19040,64.114
TX73_008645,PGIDNB_19030,90.452
TX73_008650,PGIDNB_19025,89.272
TX73_008655,PGIDNB_19020,85.433
TX73_008660,PGIDNB_03400,41.329
TX73_008665,PGIDNB_19015,88.39
TX73_008670,PGIDNB_19010,83.891
TX73_008685,PGIDNB_06710,75.556
TX73_008690,PGIDNB_06715,75.328
TX73_008695,PGIDNB_06720,89.431
TX73_008700,PGIDNB_06725,82.096
TX73_008705,PGIDNB_06730,90.291
TX73_008710,PGIDNB_06735,94.472
TX73_008715,PGIDNB_06740,89.286
TX73_008720,PGIDNB_13415,37.931
TX73_008730,PGIDNB_05860,45
TX73_008735,PGIDNB_06745,81.646
TX73_008740,PGIDNB_03065,25.668
TX73_008745,PGIDNB_06750,88.591
TX73_008750,PGIDNB_16500,32.189
TX73_008755,PGIDNB_06775,59.547
TX73_008760,PGIDNB_06780,85.243
TX73_008765,PGIDNB_06785,90.051
TX73_008770,PGIDNB_06790,83.981
TX73_008775,PGIDNB_06800,97.628
TX73_008780,PGIDNB_06805,89.591
TX73_008785,PGIDNB_06810,87.52
TX73_008790,PGIDNB_06815,90.957
TX73_008795,PGIDNB_06820,93.269
TX73_008800,PGIDNB_06825,94.94
TX73_008805,PGIDNB_06830,87.013
TX73_008810,PGIDNB_06835,82.759
TX73_008815,PGIDNB_06840,84
TX73_008820,PGIDNB_06845,67.577
TX73_008825,PGIDNB_06850,74.815
TX73_008830,PGIDNB_18780,47.404
TX73_008835,PGIDNB_06855,71.212
TX73_008840,PGIDNB_06860,66.912
TX73_008845,PGIDNB_06865,76.636
TX73_008850,PGIDNB_05860,28.037
TX73_008855,PGIDNB_03130,37.024
TX73_008860,PGIDNB_06870,81.481
TX73_008865,PGIDNB_16540,91.461
TX73_008870,PGIDNB_16535,84.932
TX73_008875,PGIDNB_16525,86.391
TX73_008880,PGIDNB_18080,35.294
TX73_008895,PGIDNB_16520,84.062
TX73_008900,PGIDNB_16515,79.653
TX73_008905,PGIDNB_24210,25.828
TX73_008910,PGIDNB_16510,86.5
TX73_008915,PGIDNB_16505,85.075
TX73_008920,PGIDNB_16500,87.657
TX73_008925,PGIDNB_16495,79.891
TX73_008930,PGIDNB_16490,82.198
TX73_008935,PGIDNB_08230,36.719
TX73_008940,PGIDNB_22750,47.534
TX73_008945,PGIDNB_14200,31.461
TX73_008950,PGIDNB_22755,30.12
TX73_008955,PGIDNB_03625,33.621
TX73_008960,PGIDNB_16485,93.333
TX73_008965,PGIDNB_16480,46.875
TX73_008970,PGIDNB_16475,83.607
TX73_008975,PGIDNB_16470,88.489
TX73_008980,PGIDNB_16465,90.221
TX73_008985,PGIDNB_16460,90.11
TX73_008990,PGIDNB_16455,93.525
TX73_008995,PGIDNB_16450,93.857
TX73_009000,PGIDNB_16445,91.793
TX73_009005,PGIDNB_16440,94.694
TX73_009010,PGIDNB_16435,92.766
TX73_009015,PGIDNB_16415,78.764
TX73_009020,PGIDNB_04200,27.502
TX73_009025,PGIDNB_09150,31
TX73_009030,PGIDNB_16400,84.493
TX73_009035,PGIDNB_16385,92.692
TX73_009040,PGIDNB_16380,94.382
TX73_009045,PGIDNB_16375,81.595
TX73_009050,PGIDNB_16370,76.8
TX73_009055,PGIDNB_16365,93.462
TX73_009060,PGIDNB_16360,92.471
TX73_009065,PGIDNB_16350,88.783
TX73_009070,PGIDNB_16345,95.189
TX73_009075,PGIDNB_16340,85.24
TX73_009080,PGIDNB_16335,82.524
TX73_009085,PGIDNB_16330,61.917
TX73_009095,PGIDNB_16330,55.556
TX73_009100,PGIDNB_16325,72.759
TX73_009105,PGIDNB_16320,80.563
TX73_009110,PGIDNB_16315,49.477
TX73_009115,PGIDNB_16310,84.205
TX73_009120,PGIDNB_20585,55.882
TX73_009125,PGIDNB_16305,72.362
TX73_009130,PGIDNB_16300,95.41
TX73_009135,PGIDNB_16295,96.316
TX73_009140,PGIDNB_16290,89.855
TX73_009145,PGIDNB_16285,86
TX73_009150,PGIDNB_16280,84.716
TX73_009155,PGIDNB_16275,79.856
TX73_009160,PGIDNB_16270,85.166
TX73_009165,PGIDNB_16265,88.012
TX73_009175,PGIDNB_23535,39.379
TX73_009185,PGIDNB_16255,93.822
TX73_009190,PGIDNB_16250,87.42
TX73_009195,PGIDNB_16245,78.571
TX73_009200,PGIDNB_16240,89.119
TX73_009205,PGIDNB_11940,43.478
TX73_009210,PGIDNB_16235,90.833
TX73_009215,PGIDNB_16230,88.832
TX73_009220,PGIDNB_16225,89.049
TX73_009225,PGIDNB_16220,80.347
TX73_009230,PGIDNB_16210,85.615
TX73_009235,PGIDNB_16205,70.857
TX73_009240,PGIDNB_05080,35.859
TX73_009245,PGIDNB_16200,83.607
TX73_009250,PGIDNB_16195,91.505
TX73_009255,PGIDNB_16190,83.884
TX73_009260,PGIDNB_16185,91.847
TX73_009265,PGIDNB_16180,77.567
TX73_009270,PGIDNB_16175,84.663
TX73_009275,PGIDNB_16170,78.943
TX73_009285,PGIDNB_07790,29.553
TX73_009290,PGIDNB_16165,86.052
TX73_009295,PGIDNB_11780,30.638
TX73_009300,PGIDNB_03460,35.052
TX73_009305,PGIDNB_17075,41.86
TX73_009310,PGIDNB_16160,81.607
TX73_009315,PGIDNB_16155,95.385
TX73_009320,PGIDNB_16150,43.182
TX73_009325,PGIDNB_16145,87.363
TX73_009330,PGIDNB_16140,78.873
TX73_009335,PGIDNB_16135,64.865
TX73_009340,PGIDNB_18750,29.917
TX73_009345,PGIDNB_16130,73.656
TX73_009350,PGIDNB_16125,67.335
TX73_009355,PGIDNB_16120,87.895
TX73_009360,PGIDNB_16115,59.011
TX73_009365,PGIDNB_16105,52.151
TX73_009370,PGIDNB_16095,75.956
TX73_009380,PGIDNB_13320,25.632
TX73_009390,PGIDNB_17095,43.75
TX73_009395,PGIDNB_16090,82.34
TX73_009405,PGIDNB_16085,76.777
TX73_009410,PGIDNB_16080,89.752
TX73_009420,PGIDNB_16070,75.709
TX73_009430,PGIDNB_09785,42.424
TX73_009435,PGIDNB_16055,92.917
TX73_009440,PGIDNB_16045,78.71
TX73_009445,PGIDNB_16040,81.731
TX73_009450,PGIDNB_16035,82.716
TX73_009455,PGIDNB_16030,87.603
TX73_009460,PGIDNB_16025,78.169
TX73_009465,PGIDNB_16015,86.029
TX73_009470,PGIDNB_16010,73.438
TX73_009475,PGIDNB_16005,89.385
TX73_009480,PGIDNB_16000,89.979
TX73_009485,PGIDNB_23070,27.723
TX73_009500,PGIDNB_18560,22.673
TX73_009510,PGIDNB_16095,59.563
TX73_009515,PGIDNB_15995,92.337
TX73_009520,PGIDNB_15990,54.037
TX73_009525,PGIDNB_15985,89.209
TX73_009530,PGIDNB_20270,43.825
TX73_009535,PGIDNB_02705,40.58
TX73_009540,PGIDNB_15980,80.597
TX73_009545,PGIDNB_15975,85.315
TX73_009550,PGIDNB_15970,71.642
TX73_009555,PGIDNB_15965,77.905
TX73_009560,PGIDNB_15960,62.409
TX73_009565,PGIDNB_15955,85.841
TX73_009570,PGIDNB_15950,76.527
TX73_009575,PGIDNB_15945,77.809
TX73_009580,PGIDNB_15940,70.857
TX73_009585,PGIDNB_15935,72.727
TX73_009590,PGIDNB_15930,70.769
TX73_009595,PGIDNB_15925,79.679
TX73_009600,PGIDNB_15920,83.938
TX73_009605,PGIDNB_15915,86.253
TX73_009610,PGIDNB_15900,84.337
TX73_009615,PGIDNB_24375,38.956
TX73_009620,PGIDNB_16220,29.565
TX73_009625,PGIDNB_02720,39.205
TX73_009630,PGIDNB_17485,47.222
TX73_009635,PGIDNB_10190,51.194
TX73_009645,PGIDNB_18560,21.963
TX73_009650,PGIDNB_18565,40.267
TX73_009670,PGIDNB_22290,33.425
TX73_009675,PGIDNB_15890,82.865
TX73_009680,PGIDNB_15880,82.772
TX73_009685,PGIDNB_15875,74.298
TX73_009690,PGIDNB_15870,65.455
TX73_009700,PGIDNB_15860,73.469
TX73_009705,PGIDNB_01750,74.55
TX73_009710,PGIDNB_15840,86.224
TX73_009715,PGIDNB_15835,81.818
TX73_009720,PGIDNB_15830,55.814
TX73_009725,PGIDNB_15825,80.556
TX73_009730,PGIDNB_15810,74.515
TX73_009735,PGIDNB_15785,65.289
TX73_009745,PGIDNB_15855,40.594
TX73_009750,PGIDNB_15850,65.155
TX73_009755,PGIDNB_15780,50.685
TX73_009760,PGIDNB_15775,59.756
TX73_009765,PGIDNB_15770,77.155
TX73_009770,PGIDNB_15765,62.632
TX73_009775,PGIDNB_15760,67.925
TX73_009780,PGIDNB_15755,83.212
TX73_009785,PGIDNB_15750,88.971
TX73_009790,PGIDNB_15745,86.538
TX73_009795,PGIDNB_15740,72.581
TX73_009800,PGIDNB_15735,74.074
TX73_009805,PGIDNB_15730,82.629
TX73_009815,PGIDNB_15715,82.639
TX73_009820,PGIDNB_15710,76.871
TX73_009825,PGIDNB_17185,33.929
TX73_009830,PGIDNB_15630,68.919
TX73_009835,PGIDNB_09710,75.159
TX73_009840,PGIDNB_09715,76.712
TX73_009845,PGIDNB_09720,61.932
TX73_009850,PGIDNB_15705,78.935
TX73_009855,PGIDNB_15700,75.385
TX73_009860,PGIDNB_15695,73.413
TX73_009865,PGIDNB_15690,81.921
TX73_009870,PGIDNB_15685,96.889
TX73_009875,PGIDNB_15680,85.376
TX73_009880,PGIDNB_15675,77.941
TX73_009885,PGIDNB_15670,79.274
TX73_009890,PGIDNB_15665,76.694
TX73_009895,PGIDNB_15660,86
TX73_009900,PGIDNB_15655,87.595
TX73_009905,PGIDNB_15650,78.882
TX73_009920,PGIDNB_22765,36.758
TX73_009930,PGIDNB_15625,93.252
TX73_009935,PGIDNB_15620,89.109
TX73_009940,PGIDNB_15615,81.853
TX73_009945,PGIDNB_15605,95.595
TX73_009950,PGIDNB_09725,38.298
TX73_009955,PGIDNB_02120,74.564
TX73_009960,PGIDNB_15600,84.254
TX73_009965,PGIDNB_15595,83.855
TX73_009970,PGIDNB_11300,69.565
TX73_009975,PGIDNB_15585,82.53
TX73_009980,PGIDNB_15580,78.59
TX73_009985,PGIDNB_00145,27.907
TX73_009990,PGIDNB_15575,85.233
TX73_009995,PGIDNB_15570,85.033
TX73_010000,PGIDNB_15565,86.068
TX73_010005,PGIDNB_15560,92.169
TX73_010010,PGIDNB_15555,87.023
TX73_010015,PGIDNB_15550,92.661
TX73_010020,PGIDNB_02935,31.111
TX73_010025,PGIDNB_15530,93.897
TX73_010030,PGIDNB_15525,87.705
TX73_010035,PGIDNB_15520,85.185
TX73_010040,PGIDNB_15515,82.524
TX73_010045,PGIDNB_15510,92.49
TX73_010050,PGIDNB_15505,83.495
TX73_010055,PGIDNB_15500,89.737
TX73_010060,PGIDNB_12870,35.2
TX73_010065,PGIDNB_23185,27.941
TX73_010075,PGIDNB_16730,36.813
TX73_010080,PGIDNB_15495,97.297
TX73_010085,PGIDNB_15490,88.212
TX73_010090,PGIDNB_07155,23.27
TX73_010095,PGIDNB_15485,80.097
TX73_010100,PGIDNB_15480,75.214
TX73_010105,PGIDNB_15475,76.705
TX73_010110,PGIDNB_15470,89.469
TX73_010120,PGIDNB_15465,74.372
TX73_010125,PGIDNB_15460,52.288
TX73_010130,PGIDNB_05080,36.818
TX73_010135,PGIDNB_18010,60
TX73_010140,PGIDNB_18000,66.667
TX73_010145,PGIDNB_17995,77.905
TX73_010150,PGIDNB_15455,85.174
TX73_010155,PGIDNB_15450,83.24
TX73_010160,PGIDNB_15445,72.727
TX73_010165,PGIDNB_15440,90.414
TX73_010170,PGIDNB_15435,90
TX73_010175,PGIDNB_15430,86.757
TX73_010180,PGIDNB_15425,95.33
TX73_010185,PGIDNB_15420,88.274
TX73_010190,PGIDNB_15415,82.741
TX73_010195,PGIDNB_15410,88.986
TX73_010200,PGIDNB_15405,66.412
TX73_010205,PGIDNB_15400,89.238
TX73_010210,PGIDNB_15395,83.262
TX73_010215,PGIDNB_15390,77.647
TX73_010220,PGIDNB_15385,82.468
TX73_010225,PGIDNB_15380,92.009
TX73_010230,PGIDNB_15375,84.746
TX73_010235,PGIDNB_15370,90.24
TX73_010240,PGIDNB_13120,56.863
TX73_010245,PGIDNB_13415,32.258
TX73_010250,PGIDNB_13110,65.079
TX73_010255,PGIDNB_13145,26.239
TX73_010265,PGIDNB_15365,81.159
TX73_010270,PGIDNB_15360,81.818
TX73_010275,PGIDNB_16845,36.429
TX73_010280,PGIDNB_15355,72.5
TX73_010285,PGIDNB_15350,69.903
TX73_010290,PGIDNB_15345,75.569
TX73_010295,PGIDNB_15340,51.282
TX73_010300,PGIDNB_15335,86.364
TX73_010305,PGIDNB_15330,75.904
TX73_010310,PGIDNB_15325,91.557
TX73_010315,PGIDNB_15320,89.403
TX73_010320,PGIDNB_15315,86.296
TX73_010325,PGIDNB_15310,79.518
TX73_010330,PGIDNB_15305,81.5
TX73_010335,PGIDNB_15300,89.417
TX73_010340,PGIDNB_15295,84.12
TX73_010345,PGIDNB_15290,90.034
TX73_010350,PGIDNB_15285,83.333
TX73_010355,PGIDNB_15280,83.721
TX73_010360,PGIDNB_15275,88
TX73_010365,PGIDNB_12025,55.538
TX73_010370,PGIDNB_15270,85.95
TX73_010375,PGIDNB_15265,92.969
TX73_010380,PGIDNB_15260,82.48
TX73_010385,PGIDNB_08890,71.856
TX73_010390,PGIDNB_15255,84.356
TX73_010395,PGIDNB_15250,83.923
TX73_010400,PGIDNB_15245,92.669
TX73_010405,PGIDNB_15240,93.208
TX73_010410,PGIDNB_15235,85.608
TX73_010415,PGIDNB_15230,91.558
TX73_010420,PGIDNB_15225,97.872
TX73_010425,PGIDNB_15220,55.556
TX73_010435,PGIDNB_15215,71.622
TX73_010440,PGIDNB_18565,23.425
TX73_010445,PGIDNB_15205,95.475
TX73_010450,PGIDNB_15195,57.542
TX73_010455,PGIDNB_15190,89.262
TX73_010460,PGIDNB_15185,85.324
TX73_010465,PGIDNB_15180,92.917
TX73_010470,PGIDNB_15175,94.475
TX73_010475,PGIDNB_15170,79.699
TX73_010480,PGIDNB_09665,37.615
TX73_010485,PGIDNB_15165,95.882
TX73_010490,PGIDNB_15525,25.871
TX73_010495,PGIDNB_16195,67.617
TX73_010500,PGIDNB_15160,80.212
TX73_010505,PGIDNB_15155,81.538
TX73_010510,PGIDNB_15150,79.845
TX73_010515,PGIDNB_15145,86.207
TX73_010520,PGIDNB_15140,91.729
TX73_010525,PGIDNB_15135,93.082
TX73_010530,PGIDNB_15130,77.824
TX73_010535,PGIDNB_15120,92.92
TX73_010545,PGIDNB_15115,96.19
TX73_010550,PGIDNB_15110,88.955
TX73_010555,PGIDNB_15105,92.228
TX73_010560,PGIDNB_15100,95.701
TX73_010565,PGIDNB_15095,62.791
TX73_010580,PGIDNB_23990,41.143
TX73_010590,PGIDNB_08135,84.198
TX73_010595,PGIDNB_08140,70.833
TX73_010600,PGIDNB_03460,86.636
TX73_010605,PGIDNB_03465,71.074
TX73_010610,PGIDNB_06075,49.296
TX73_010615,PGIDNB_18820,49.823
TX73_010620,PGIDNB_18815,73.072
TX73_010625,PGIDNB_18810,88.361
TX73_010630,PGIDNB_18805,71.396
TX73_010635,PGIDNB_18800,69.967
TX73_010640,PGIDNB_18795,74.275
TX73_010645,PGIDNB_18790,69.412
TX73_010650,PGIDNB_18785,63.804
TX73_010660,PGIDNB_18725,57.895
TX73_010665,PGIDNB_18730,70.406
TX73_010670,PGIDNB_18735,72.956
TX73_010675,PGIDNB_12985,80.556
TX73_010680,PGIDNB_23890,35.928
TX73_010685,PGIDNB_11575,35.455
TX73_010690,PGIDNB_08470,36.301
TX73_010700,PGIDNB_22850,28.342
TX73_010705,PGIDNB_06000,32.083
TX73_010710,PGIDNB_08695,66.667
TX73_010720,PGIDNB_18080,30.345
TX73_010725,PGIDNB_10870,79.693
TX73_010730,PGIDNB_14300,86.939
TX73_010735,PGIDNB_14295,83.7
TX73_010740,PGIDNB_14290,92.308
TX73_010745,PGIDNB_14285,71.756
TX73_010750,PGIDNB_14280,83.824
TX73_010755,PGIDNB_14275,82
TX73_010760,PGIDNB_14270,87.008
TX73_010765,PGIDNB_14265,84.774
TX73_010770,PGIDNB_14260,88.095
TX73_010775,PGIDNB_14255,44.633
TX73_010780,PGIDNB_14250,77.008
TX73_010785,PGIDNB_14245,70.805
TX73_010790,PGIDNB_14240,79.155
TX73_010795,PGIDNB_14235,65.234
TX73_010800,PGIDNB_10885,89.689
TX73_010805,PGIDNB_14230,72.691
TX73_010810,PGIDNB_10980,34.058
TX73_010815,PGIDNB_23155,34.725
TX73_010850,PGIDNB_16590,35.417
TX73_010855,PGIDNB_16590,35.556
TX73_010865,PGIDNB_19810,38.261
TX73_010870,PGIDNB_19810,40.625
TX73_010875,PGIDNB_02570,32.323
TX73_010880,PGIDNB_20675,54.419
TX73_010885,PGIDNB_15135,22.925
TX73_010890,PGIDNB_15155,28.099
TX73_010895,PGIDNB_15150,41.553
TX73_010915,PGIDNB_14135,72.587
TX73_010920,PGIDNB_14130,79.501
TX73_010925,PGIDNB_14125,72.327
TX73_010930,PGIDNB_14120,65.517
TX73_010940,PGIDNB_14110,72.103
TX73_010945,PGIDNB_14105,63.47
TX73_010950,PGIDNB_14100,80.485
TX73_010955,PGIDNB_14095,83.636
TX73_010960,PGIDNB_14090,78.235
TX73_010965,PGIDNB_14085,80.543
TX73_010970,PGIDNB_14080,80.42
TX73_010975,PGIDNB_14075,65.965
TX73_010985,PGIDNB_08730,71.429
TX73_010990,PGIDNB_22635,38.889
TX73_010995,PGIDNB_18710,73.379
TX73_011000,PGIDNB_15035,83.441
TX73_011005,PGIDNB_15030,67.528
TX73_011010,PGIDNB_15025,72.581
TX73_011015,PGIDNB_15020,77.983
TX73_011020,PGIDNB_15015,73.529
TX73_011025,PGIDNB_15010,92.632
TX73_011030,PGIDNB_15005,91.906
TX73_011035,PGIDNB_15000,85.253
