rpal_gene,primary_target,all_targets,target_count,best_hit,best_pident,best_qcov,best_evalue,best_bitscore,pass_threshold,reverse_supported,has_extra_copies
RPE_RS11135,ACXYSJ_14430,ACXYSJ_14430,1,ACXYSJ_14430,84.77,98.46,3.33e-146,407.0,yes,yes,no
RPE_RS11140,,,0,ACXYSJ_14425,50.77,98.48,1.42e-20,78.6,no,no,no
RPE_RS11145,ACXYSJ_14420,ACXYSJ_14420,1,ACXYSJ_14420,68.80,99.75,0.00e+00,507.0,yes,yes,no
RPE_RS11150,ACXYSJ_14415,ACXYSJ_14415,1,ACXYSJ_14415,69.61,99.62,3.10e-115,328.0,yes,yes,no
RPE_RS11155,ACXYSJ_14410,ACXYSJ_14410,1,ACXYSJ_14410,73.02,97.30,5.49e-123,347.0,yes,yes,no
RPE_RS11160,ACXYSJ_14405,ACXYSJ_14405,1,ACXYSJ_14405,71.55,97.95,6.18e-120,339.0,yes,yes,no
RPE_RS11165,ACXYSJ_14400,ACXYSJ_14400,1,ACXYSJ_14400,77.51,99.52,6.64e-111,313.0,yes,yes,no
RPE_RS11170,,,0,ACXYSJ_14395,46.55,36.48,9.53e-08,46.2,no,no,no
RPE_RS11175,,,0,ACXYSJ_14390,54.14,98.10,1.66e-114,335.0,no,no,no
RPE_RS11180,,,0,ACXYSJ_14385,50.44,98.05,4.88e-138,401.0,no,no,no
RPE_RS11185,ACXYSJ_14380,ACXYSJ_14380,1,ACXYSJ_14380,67.46,94.37,1.26e-150,426.0,yes,yes,no
RPE_RS11190,,,0,ACXYSJ_14370,57.77,99.21,1.20e-97,283.0,no,no,no
RPE_RS11195,,,0,,,,,,no,no,no
RPE_RS11200,ACXYSJ_23520,ACXYSJ_23520,1,ACXYSJ_23520,74.16,88.19,4.49e-102,293.0,yes,yes,no
RPE_RS11205,,,0,ACXYSJ_23530,56.67,101.35,1.65e-48,150.0,no,no,no
RPE_RS11210,ACXYSJ_23535,ACXYSJ_23535,1,ACXYSJ_23535,72.00,97.77,5.47e-86,248.0,yes,yes,no
RPE_RS11215,ACXYSJ_23540,ACXYSJ_23540,1,ACXYSJ_23540,74.63,99.41,2.60e-177,492.0,yes,yes,no
RPE_RS11220,ACXYSJ_23545,ACXYSJ_23545,1,ACXYSJ_23545,73.62,99.45,0.00e+00,1774.0,yes,yes,no
RPE_RS11225,ACXYSJ_23550,ACXYSJ_23550,1,ACXYSJ_23550,85.93,95.67,7.95e-121,338.0,yes,yes,no
RPE_RS11230,ACXYSJ_23555,ACXYSJ_23555,1,ACXYSJ_23555,78.59,99.80,0.00e+00,738.0,yes,yes,no
RPE_RS11235,ACXYSJ_23560,ACXYSJ_23560,1,ACXYSJ_23560,70.90,99.69,3.19e-162,452.0,yes,yes,no
RPE_RS11240,,,0,ACXYSJ_20390,41.64,96.76,4.33e-59,191.0,no,no,no
RPE_RS11250,ACXYSJ_15175,ACXYSJ_15175,1,ACXYSJ_15175,79.39,101.99,0.00e+00,660.0,yes,yes,no
RPE_RS11255,ACXYSJ_15170,ACXYSJ_15170,1,ACXYSJ_15170,67.80,91.99,1.66e-127,361.0,yes,yes,no
RPE_RS11260,ACXYSJ_08680,ACXYSJ_08680,1,ACXYSJ_08680,86.27,89.27,9.06e-135,377.0,yes,yes,no
RPE_RS11265,,,0,ACXYSJ_15165,60.00,36.23,4.71e-08,46.6,no,no,no
RPE_RS11270,ACXYSJ_15160,ACXYSJ_15160,1,ACXYSJ_15160,65.11,99.44,0.00e+00,927.0,yes,yes,no
RPE_RS11275,,,0,ACXYSJ_15155,57.69,99.05,4.18e-38,120.0,no,no,no
RPE_RS11280,ACXYSJ_15150,ACXYSJ_15150,1,ACXYSJ_15150,91.03,99.74,0.00e+00,721.0,yes,yes,no
RPE_RS11285,ACXYSJ_15145,ACXYSJ_15145,1,ACXYSJ_15145,90.81,98.20,0.00e+00,721.0,yes,yes,no
RPE_RS11290,ACXYSJ_15140,ACXYSJ_15140,1,ACXYSJ_15140,81.22,98.16,3.34e-132,368.0,yes,yes,no
RPE_RS11295,ACXYSJ_15135,ACXYSJ_15135,1,ACXYSJ_15135,66.06,100.00,3.60e-127,360.0,yes,yes,no
RPE_RS11300,ACXYSJ_15130,ACXYSJ_15130,1,ACXYSJ_15130,83.68,99.65,0.00e+00,497.0,yes,yes,no
RPE_RS11305,ACXYSJ_15125,ACXYSJ_15125,1,ACXYSJ_15125,86.09,99.63,0.00e+00,970.0,yes,yes,no
RPE_RS11310,ACXYSJ_15120,ACXYSJ_15120,1,ACXYSJ_15120,87.41,100.00,0.00e+00,964.0,yes,yes,no
RPE_RS11315,ACXYSJ_15115,ACXYSJ_15115,1,ACXYSJ_15115,80.43,97.32,0.00e+00,1018.0,yes,yes,no
RPE_RS11320,ACXYSJ_15110,ACXYSJ_15110,1,ACXYSJ_15110,88.80,99.62,2.91e-177,485.0,yes,yes,no
RPE_RS11325,ACXYSJ_15100,ACXYSJ_15100,1,ACXYSJ_15100,72.82,99.38,0.00e+00,612.0,yes,yes,no
RPE_RS11330,ACXYSJ_15095,ACXYSJ_15095,1,ACXYSJ_15095,79.32,98.33,0.00e+00,685.0,yes,yes,no
RPE_RS11335,ACXYSJ_15080,ACXYSJ_15080,1,ACXYSJ_15080,67.51,87.09,9.56e-151,425.0,yes,yes,no
RPE_RS11340,ACXYSJ_15065,ACXYSJ_15065,1,ACXYSJ_15065,91.39,99.79,0.00e+00,878.0,yes,yes,no
RPE_RS11345,ACXYSJ_15060,ACXYSJ_15060,1,ACXYSJ_15060,88.38,99.82,0.00e+00,1024.0,yes,yes,no
RPE_RS11350,ACXYSJ_15055,ACXYSJ_15055,1,ACXYSJ_15055,80.44,98.92,9.78e-54,159.0,yes,yes,no
RPE_RS11355,ACXYSJ_15040,ACXYSJ_15040,1,ACXYSJ_15040,66.23,81.91,3.01e-29,98.2,yes,yes,no
RPE_RS11360,,,0,ACXYSJ_15045,45.18,102.34,6.63e-85,260.0,no,no,no
RPE_RS11365,,,0,,,,,,no,no,no
RPE_RS11370,,,0,ACXYSJ_15035,68.00,53.76,4.72e-15,61.6,no,no,no
RPE_RS11375,,,0,,,,,,no,no,no
RPE_RS11380,,,0,,,,,,no,no,no
RPE_RS11385,,,0,ACXYSJ_06175,39.85,94.52,3.94e-29,101.0,no,no,no
RPE_RS11390,ACXYSJ_15030,ACXYSJ_15030,1,ACXYSJ_15030,85.60,99.60,7.95e-140,390.0,yes,yes,no
RPE_RS11395,,,0,ACXYSJ_15025,84.61,98.11,7.08e-63,183.0,no,no,no
RPE_RS11400,,,0,,,,,,no,no,no
RPE_RS11405,ACXYSJ_15025,ACXYSJ_15025,1,ACXYSJ_15025,88.46,99.05,6.13e-65,189.0,yes,yes,no
RPE_RS11420,,,0,ACXYSJ_21530,25.00,72.26,3.23e-08,47.0,no,no,no
RPE_RS11425,,,0,ACXYSJ_12000,24.29,115.69,7.11e-13,64.7,no,no,no
RPE_RS11430,,,0,ACXYSJ_06470,25.86,102.73,3.85e-11,58.9,no,no,no
RPE_RS11435,,,0,ACXYSJ_15015,86.32,98.96,4.24e-61,178.0,no,no,no
RPE_RS11440,,,0,ACXYSJ_13410,29.05,86.47,1.77e-13,63.5,no,no,no
RPE_RS11445,ACXYSJ_15015,ACXYSJ_15015,1,ACXYSJ_15015,89.47,98.96,3.00e-63,184.0,yes,yes,no
RPE_RS11450,ACXYSJ_15020,ACXYSJ_15020,1,ACXYSJ_15020,66.96,100.44,1.40e-102,293.0,yes,yes,no
RPE_RS11455,ACXYSJ_15000,ACXYSJ_15000,1,ACXYSJ_15000,96.16,100.00,0.00e+00,1033.0,yes,yes,no
RPE_RS11460,ACXYSJ_14995,ACXYSJ_14995,1,ACXYSJ_14995,96.19,100.00,8.20e-67,193.0,yes,yes,no
RPE_RS11465,ACXYSJ_14990,ACXYSJ_14990,1,ACXYSJ_14990,81.72,93.00,1.08e-53,159.0,yes,yes,no
RPE_RS11470,,,0,,,,,,no,no,no
RPE_RS11475,,,0,,,,,,no,no,no
RPE_RS11480,ACXYSJ_14985,ACXYSJ_14985,1,ACXYSJ_14985,80.53,99.76,0.00e+00,664.0,yes,yes,no
RPE_RS11485,,,0,ACXYSJ_19170,34.83,97.95,3.03e-110,352.0,no,no,no
RPE_RS11490,,,0,,,,,,no,no,no
RPE_RS11495,,,0,,,,,,no,no,no
RPE_RS11500,ACXYSJ_14970,ACXYSJ_14970,1,ACXYSJ_14970,75.98,100.40,6.00e-141,393.0,yes,yes,no
RPE_RS11505,,,0,ACXYSJ_14965,59.01,87.03,2.92e-59,180.0,no,no,no
RPE_RS11510,,,0,ACXYSJ_00140,29.50,40.06,1.01e-11,60.5,no,no,no
RPE_RS11515,ACXYSJ_14960,ACXYSJ_14960,1,ACXYSJ_14960,85.02,99.20,9.39e-164,450.0,yes,yes,no
RPE_RS11520,ACXYSJ_14955,ACXYSJ_14955,1,ACXYSJ_14955,74.18,97.17,6.85e-154,427.0,yes,yes,no
RPE_RS11525,ACXYSJ_14950,ACXYSJ_14950,1,ACXYSJ_14950,85.67,99.68,0.00e+00,564.0,yes,yes,no
RPE_RS11530,ACXYSJ_14945,ACXYSJ_14945,1,ACXYSJ_14945,88.77,99.79,0.00e+00,876.0,yes,yes,no
RPE_RS11535,ACXYSJ_14940,ACXYSJ_14940,1,ACXYSJ_14940,85.60,98.78,2.19e-154,426.0,yes,yes,no
RPE_RS11540,ACXYSJ_14930,ACXYSJ_14930,1,ACXYSJ_14930,82.94,98.27,1.39e-95,271.0,yes,yes,no
RPE_RS11545,ACXYSJ_14925,ACXYSJ_14925,1,ACXYSJ_14925,66.97,107.28,6.69e-97,278.0,yes,yes,no
RPE_RS11550,ACXYSJ_14920,ACXYSJ_14920,1,ACXYSJ_14920,86.77,99.71,0.00e+00,598.0,yes,yes,no
RPE_RS11555,ACXYSJ_14915,ACXYSJ_14915,1,ACXYSJ_14915,83.05,99.58,7.31e-151,416.0,yes,yes,no
RPE_RS11560,ACXYSJ_14910,ACXYSJ_14910,1,ACXYSJ_14910,81.55,99.52,2.09e-125,350.0,yes,yes,no
RPE_RS11565,ACXYSJ_14905,ACXYSJ_14905,1,ACXYSJ_14905,74.22,98.77,4.63e-156,437.0,yes,yes,no
RPE_RS11570,ACXYSJ_08440,ACXYSJ_08440,1,ACXYSJ_08440,87.50,99.66,0.00e+00,514.0,yes,yes,no
RPE_RS11580,,,0,ACXYSJ_08465,50.75,97.81,3.12e-40,129.0,no,no,no
RPE_RS11585,ACXYSJ_08470,ACXYSJ_08470,1,ACXYSJ_08470,66.00,101.26,3.39e-167,471.0,yes,yes,no
RPE_RS11590,ACXYSJ_08475,ACXYSJ_08475,1,ACXYSJ_08475,92.59,98.78,7.06e-54,159.0,yes,yes,no
RPE_RS11595,,,0,ACXYSJ_08480,61.77,91.86,2.38e-135,389.0,no,no,no
RPE_RS11600,ACXYSJ_08485,ACXYSJ_08485,1,ACXYSJ_08485,74.40,99.60,1.23e-136,382.0,yes,yes,no
RPE_RS11605,ACXYSJ_21115,ACXYSJ_21115,1,ACXYSJ_21115,71.01,88.09,0.00e+00,592.0,yes,yes,no
RPE_RS11610,ACXYSJ_08490,ACXYSJ_08490,1,ACXYSJ_08490,86.18,99.64,2.12e-180,494.0,yes,yes,no
RPE_RS11615,ACXYSJ_08495,ACXYSJ_08495,1,ACXYSJ_08495,94.44,98.63,7.46e-45,135.0,yes,yes,no
RPE_RS11620,,,0,ACXYSJ_08500,61.97,98.32,6.26e-99,285.0,no,no,no
RPE_RS11625,ACXYSJ_08505,ACXYSJ_08505,1,ACXYSJ_08505,70.37,98.18,8.84e-50,150.0,yes,yes,no
RPE_RS11630,ACXYSJ_08510,ACXYSJ_08510,1,ACXYSJ_08510,76.70,99.44,4.21e-100,283.0,yes,yes,no
RPE_RS11635,ACXYSJ_08520,ACXYSJ_08520,1,ACXYSJ_08520,84.48,79.45,1.35e-30,99.4,yes,yes,no
RPE_RS11640,ACXYSJ_08525,ACXYSJ_08525,1,ACXYSJ_13795,67.79,102.03,0.00e+00,664.0,yes,yes,no
RPE_RS11645,ACXYSJ_08530,ACXYSJ_08530,1,ACXYSJ_08530,67.38,100.54,6.26e-84,243.0,yes,yes,no
RPE_RS11650,,,0,,,,,,no,no,no
RPE_RS11655,,,0,ACXYSJ_00750,39.69,86.61,1.28e-48,156.0,no,no,no
RPE_RS11660,,,0,ACXYSJ_00755,42.45,99.19,4.42e-59,184.0,no,no,no
RPE_RS11665,ACXYSJ_08535,ACXYSJ_08535,1,ACXYSJ_08535,73.40,90.38,7.74e-109,307.0,yes,yes,no
RPE_RS11670,ACXYSJ_08540,ACXYSJ_08540,1,ACXYSJ_08540,86.50,97.56,2.90e-131,364.0,yes,yes,no
RPE_RS11675,,,0,ACXYSJ_08545,64.96,95.13,0.00e+00,647.0,no,no,no
RPE_RS11680,,,0,ACXYSJ_00925,33.06,89.21,1.55e-11,57.0,no,no,no
RPE_RS11685,,,0,ACXYSJ_08555,46.67,92.21,5.07e-65,200.0,no,no,no
RPE_RS11690,,,0,ACXYSJ_08560,58.60,101.64,3.65e-67,200.0,no,no,no
RPE_RS11695,ACXYSJ_08565,ACXYSJ_08565,1,ACXYSJ_08565,79.72,83.14,2.32e-115,328.0,yes,yes,no
RPE_RS11700,ACXYSJ_08570,ACXYSJ_08570,1,ACXYSJ_08570,67.83,100.00,1.36e-64,191.0,yes,yes,no
RPE_RS11705,ACXYSJ_08575,ACXYSJ_08575,1,ACXYSJ_08575,80.48,97.65,0.00e+00,528.0,yes,yes,no
RPE_RS11710,ACXYSJ_08580,ACXYSJ_08580,1,ACXYSJ_08580,80.25,96.67,8.74e-172,478.0,yes,yes,no
RPE_RS11715,,,0,ACXYSJ_02080,50.75,71.74,0.00e+00,575.0,no,no,no
RPE_RS11720,ACXYSJ_08620,ACXYSJ_08620,1,ACXYSJ_08620,73.26,99.47,2.76e-100,285.0,yes,yes,no
RPE_RS11725,,,0,,,,,,no,no,no
RPE_RS11730,ACXYSJ_08635,ACXYSJ_08635,1,ACXYSJ_08635,87.63,99.85,0.00e+00,1254.0,yes,yes,no
RPE_RS11735,,,0,,,,,,no,no,no
RPE_RS11740,ACXYSJ_08640,ACXYSJ_08640,1,ACXYSJ_08640,70.57,93.33,1.57e-161,455.0,yes,yes,no
RPE_RS11745,,,0,,,,,,no,no,no
RPE_RS11750,,,0,ACXYSJ_05985,36.36,52.13,3.11e-12,60.8,no,no,no
RPE_RS11755,,,0,,,,,,no,no,no
RPE_RS11760,ACXYSJ_08690,ACXYSJ_08690,1,ACXYSJ_08690,89.25,84.55,1.56e-57,171.0,yes,yes,no
RPE_RS11765,ACXYSJ_08695,ACXYSJ_08695,1,ACXYSJ_08695,65.74,92.93,5.97e-129,367.0,yes,yes,no
RPE_RS11770,,,0,,,,,,no,no,no
RPE_RS11775,,,0,,,,,,no,no,no
RPE_RS11780,ACXYSJ_08700,ACXYSJ_08700,1,ACXYSJ_08700,88.03,88.75,1.85e-93,265.0,yes,yes,no
RPE_RS11785,ACXYSJ_08705,ACXYSJ_08705,1,ACXYSJ_08705,89.87,100.00,1.57e-154,425.0,yes,yes,no
RPE_RS11790,ACXYSJ_08710,ACXYSJ_08710,1,ACXYSJ_08710,75.34,98.65,1.32e-82,236.0,yes,yes,no
RPE_RS11795,ACXYSJ_04220,ACXYSJ_04220,1,ACXYSJ_04220,69.42,99.18,1.01e-61,182.0,yes,yes,no
RPE_RS11800,ACXYSJ_04215,ACXYSJ_04215,1,ACXYSJ_04215,67.55,98.58,2.86e-173,488.0,yes,yes,no
RPE_RS11805,,,0,ACXYSJ_04210,48.04,100.00,3.31e-29,98.6,no,no,no
RPE_RS11810,ACXYSJ_08715,ACXYSJ_08715,1,ACXYSJ_08715,68.42,84.82,9.62e-81,238.0,yes,yes,no
RPE_RS11815,,,0,ACXYSJ_08720,58.73,102.72,9.41e-139,396.0,no,no,no
RPE_RS11820,ACXYSJ_08725,ACXYSJ_08725,1,ACXYSJ_08725,78.77,99.74,0.00e+00,582.0,yes,yes,no
RPE_RS11825,,,0,ACXYSJ_08730,64.58,99.48,3.00e-84,244.0,no,no,no
RPE_RS11830,ACXYSJ_08735,ACXYSJ_08735,1,ACXYSJ_08735,82.87,99.45,6.22e-117,326.0,yes,yes,no
RPE_RS11835,,,0,ACXYSJ_12020,38.29,29.76,1.61e-24,103.0,no,no,no
RPE_RS11840,ACXYSJ_08750,ACXYSJ_08750,1,ACXYSJ_08750,80.62,99.23,1.01e-143,400.0,yes,yes,no
RPE_RS11845,,,0,ACXYSJ_08755,66.10,63.10,5.02e-55,169.0,no,no,no
RPE_RS11850,,,0,ACXYSJ_08760,43.55,89.86,1.11e-27,97.1,no,no,no
RPE_RS11855,ACXYSJ_08765,ACXYSJ_08765,1,ACXYSJ_08765,70.17,100.85,1.17e-118,335.0,yes,yes,no
RPE_RS11860,ACXYSJ_08655,ACXYSJ_08655,1,ACXYSJ_08655,78.26,98.57,1.14e-36,114.0,yes,yes,no
RPE_RS11865,,,0,ACXYSJ_08650,53.06,61.25,4.08e-11,51.2,no,no,no
RPE_RS11870,,,0,ACXYSJ_08645,55.38,97.01,5.28e-21,75.1,no,no,no
RPE_RS11875,,,0,,,,,,no,no,no
RPE_RS11885,,,0,,,,,,no,no,no
RPE_RS11890,,,0,,,,,,no,no,no
RPE_RS11900,,,0,ACXYSJ_08785,61.54,75.97,4.44e-47,147.0,no,no,no
RPE_RS11905,,,0,ACXYSJ_08790,54.63,63.91,9.08e-28,99.8,no,no,no
RPE_RS11910,ACXYSJ_08340,ACXYSJ_08340,1,ACXYSJ_08340,91.00,100.00,0.00e+00,721.0,yes,yes,no
RPE_RS11915,ACXYSJ_08345,ACXYSJ_08345,1,ACXYSJ_08345,78.74,99.61,0.00e+00,818.0,yes,yes,no
RPE_RS11920,,,0,ACXYSJ_08350,55.74,96.42,4.85e-117,336.0,no,no,no
RPE_RS11925,ACXYSJ_08370,ACXYSJ_08370,1,ACXYSJ_08370,83.62,100.14,0.00e+00,1126.0,yes,yes,no
RPE_RS11930,ACXYSJ_21540,ACXYSJ_21540,1,ACXYSJ_21540,85.87,96.92,1.22e-156,436.0,yes,yes,no
RPE_RS11935,,,0,ACXYSJ_13155,42.86,93.33,2.70e-07,43.1,no,no,no
RPE_RS11940,ACXYSJ_08385,ACXYSJ_08385,1,ACXYSJ_08385,66.97,100.00,7.95e-155,434.0,yes,yes,no
RPE_RS11945,,,0,ACXYSJ_09640,33.33,95.38,4.60e-78,251.0,no,no,no
RPE_RS11950,ACXYSJ_08410,ACXYSJ_08410,1,ACXYSJ_08410,71.43,95.18,8.19e-107,304.0,yes,yes,no
RPE_RS11955,ACXYSJ_08415,ACXYSJ_08415,1,ACXYSJ_08415,92.17,99.80,0.00e+00,954.0,yes,yes,no
RPE_RS11960,,,0,,,,,,no,no,no
RPE_RS11965,,,0,,,,,,no,no,no
RPE_RS11970,ACXYSJ_08420,ACXYSJ_08420,1,ACXYSJ_08420,88.92,98.96,0.00e+00,703.0,yes,yes,no
RPE_RS11975,ACXYSJ_08425,ACXYSJ_08425,1,ACXYSJ_08425,73.71,96.69,1.12e-179,499.0,yes,yes,no
RPE_RS11980,ACXYSJ_08430,ACXYSJ_08430,1,ACXYSJ_08430,84.41,99.66,4.83e-169,467.0,yes,yes,no
RPE_RS11985,ACXYSJ_08435,ACXYSJ_08435,1,ACXYSJ_08435,84.13,98.61,0.00e+00,979.0,yes,yes,no
RPE_RS11990,ACXYSJ_14900,ACXYSJ_14900,1,ACXYSJ_14900,80.67,93.75,5.63e-92,261.0,yes,yes,no
RPE_RS11995,ACXYSJ_14895,ACXYSJ_14895,1,ACXYSJ_14895,88.20,99.67,0.00e+00,566.0,yes,yes,no
RPE_RS12000,ACXYSJ_14890,ACXYSJ_14890,1,ACXYSJ_14890,70.66,95.38,0.00e+00,546.0,yes,yes,no
RPE_RS12005,ACXYSJ_14880,ACXYSJ_14880,1,ACXYSJ_14880,79.90,100.00,0.00e+00,967.0,yes,yes,no
RPE_RS12010,ACXYSJ_14875,ACXYSJ_14875,1,ACXYSJ_14875,84.14,77.96,1.79e-86,249.0,yes,yes,no
RPE_RS12015,,,0,ACXYSJ_15715,37.88,101.28,4.36e-167,518.0,no,no,no
RPE_RS12020,ACXYSJ_10835,ACXYSJ_10835,1,ACXYSJ_10835,70.06,98.82,1.19e-85,247.0,yes,yes,no
RPE_RS12025,ACXYSJ_10840,ACXYSJ_10840,1,ACXYSJ_10840,71.94,100.00,1.85e-169,471.0,yes,yes,no
RPE_RS12030,,,0,ACXYSJ_07575,41.13,73.44,1.02e-34,117.0,no,no,no
RPE_RS12035,,,0,ACXYSJ_10845,47.65,99.82,2.09e-137,407.0,no,no,no
RPE_RS12040,ACXYSJ_10850,ACXYSJ_10850,1,ACXYSJ_10850,77.60,100.55,2.46e-99,281.0,yes,yes,no
RPE_RS12045,,,0,,,,,,no,no,no
RPE_RS12050,ACXYSJ_10855,ACXYSJ_10855,1,ACXYSJ_10855,70.71,72.79,5.80e-49,150.0,yes,yes,no
RPE_RS12055,,,0,ACXYSJ_10210,29.41,86.98,8.60e-16,72.0,no,no,no
RPE_RS12060,ACXYSJ_10860,ACXYSJ_10860,1,ACXYSJ_10860,66.67,95.65,1.38e-27,92.4,yes,yes,no
RPE_RS12065,ACXYSJ_10870,ACXYSJ_10870,1,ACXYSJ_10870,82.58,99.25,2.87e-77,222.0,yes,yes,no
RPE_RS12070,ACXYSJ_10875,ACXYSJ_10875,1,ACXYSJ_10875,71.76,100.93,3.61e-97,278.0,yes,yes,no
RPE_RS12075,ACXYSJ_10880,ACXYSJ_10880,1,ACXYSJ_10880,93.59,78.00,3.11e-49,148.0,yes,yes,no
RPE_RS12085,,,0,ACXYSJ_12120,45.40,96.82,2.59e-32,109.0,no,no,no
RPE_RS12090,ACXYSJ_10890,ACXYSJ_10890,1,ACXYSJ_10890,75.30,88.38,1.58e-133,377.0,yes,yes,no
RPE_RS12095,,,0,ACXYSJ_03515,40.28,88.89,1.36e-09,47.0,no,no,no
RPE_RS12100,,,0,ACXYSJ_06800,29.50,102.76,6.49e-20,85.9,no,no,no
RPE_RS12105,ACXYSJ_10905,ACXYSJ_10905,1,ACXYSJ_10905,70.86,86.63,7.63e-79,232.0,yes,yes,no
RPE_RS12110,,,0,ACXYSJ_10910,43.24,92.50,1.05e-12,54.7,no,no,no
RPE_RS12115,,,0,ACXYSJ_14280,64.35,95.83,0.00e+00,575.0,no,no,no
RPE_RS12120,,,0,,,,,,no,no,no
RPE_RS12125,,,0,ACXYSJ_00425,32.23,93.48,1.25e-32,120.0,no,no,no
RPE_RS12130,,,0,,,,,,no,no,no
RPE_RS12135,,,0,,,,,,no,no,no
RPE_RS12140,,,0,ACXYSJ_06130,80.00,70.42,1.93e-24,83.6,no,no,no
RPE_RS12145,,,0,,,,,,no,no,no
RPE_RS12150,,,0,,,,,,no,no,no
RPE_RS12155,ACXYSJ_15010,ACXYSJ_15010,1,ACXYSJ_15010,65.48,98.82,5.19e-39,121.0,yes,yes,no
RPE_RS12160,,,0,ACXYSJ_15005,60.61,98.51,3.18e-23,80.5,no,no,no
RPE_RS12165,,,0,,,,,,no,no,no
RPE_RS12170,,,0,ACXYSJ_19720,33.80,86.59,8.35e-09,45.1,no,no,no
RPE_RS12175,,,0,,,,,,no,no,no
RPE_RS12180,,,0,,,,,,no,no,no
RPE_RS12185,,,0,,,,,,no,no,no
RPE_RS12190,,,0,,,,,,no,no,no
RPE_RS12210,,,0,,,,,,no,no,no
RPE_RS12215,,,0,,,,,,no,no,no
RPE_RS12220,,,0,,,,,,no,no,no
RPE_RS12225,,,0,,,,,,no,no,no
RPE_RS12230,,,0,,,,,,no,no,no
RPE_RS12255,,,0,,,,,,no,no,no
RPE_RS12265,,,0,,,,,,no,no,no
RPE_RS12270,,,0,,,,,,no,no,no
RPE_RS12275,,,0,,,,,,no,no,no
RPE_RS12280,,,0,ACXYSJ_22795,30.86,55.66,6.28e-31,127.0,no,no,no
RPE_RS12285,,,0,,,,,,no,no,no
RPE_RS12290,,,0,,,,,,no,no,no
RPE_RS12295,,,0,ACXYSJ_22960,42.34,56.92,7.40e-105,340.0,no,no,no
RPE_RS12300,,,0,,,,,,no,no,no
RPE_RS12305,,,0,,,,,,no,no,no
RPE_RS12310,,,0,,,,,,no,no,no
RPE_RS12315,,,0,,,,,,no,no,no
RPE_RS12320,,,0,,,,,,no,no,no
RPE_RS12325,,,0,ACXYSJ_02565,71.43,65.43,3.71e-166,486.0,no,no,no
RPE_RS12330,,,0,ACXYSJ_07170,61.48,99.82,0.00e+00,642.0,no,no,no
RPE_RS12335,,,0,ACXYSJ_02560,35.14,63.57,5.98e-72,244.0,no,no,no
RPE_RS12340,,,0,,,,,,no,no,no
RPE_RS12360,,,0,,,,,,no,no,no
RPE_RS12365,,,0,,,,,,no,no,no
RPE_RS12370,,,0,,,,,,no,no,no
RPE_RS12375,,,0,,,,,,no,no,no
RPE_RS12380,,,0,ACXYSJ_04465,29.56,51.62,6.20e-09,53.9,no,no,no
RPE_RS12390,,,0,,,,,,no,no,no
RPE_RS12395,,,0,,,,,,no,no,no
RPE_RS12400,,,0,,,,,,no,no,no
RPE_RS12405,,,0,,,,,,no,no,no
RPE_RS12410,,,0,ACXYSJ_05875,26.41,54.17,3.72e-17,80.9,no,no,no
RPE_RS12415,,,0,,,,,,no,no,no
RPE_RS12420,,,0,,,,,,no,no,no
RPE_RS12425,,,0,,,,,,no,no,no
RPE_RS12430,,,0,,,,,,no,no,no
RPE_RS12435,,,0,,,,,,no,no,no
RPE_RS12440,,,0,,,,,,no,no,no
RPE_RS12445,,,0,,,,,,no,no,no
RPE_RS12450,,,0,ACXYSJ_02855,33.59,15.04,4.74e-08,53.5,no,no,no
RPE_RS12455,,,0,ACXYSJ_04465,30.43,66.56,1.43e-41,157.0,no,no,no
RPE_RS12460,,,0,,,,,,no,no,no
RPE_RS12465,,,0,ACXYSJ_14635,37.98,89.77,1.29e-06,39.7,no,no,no
RPE_RS12470,,,0,,,,,,no,no,no
RPE_RS12475,,,0,,,,,,no,no,no
RPE_RS12480,,,0,,,,,,no,no,no
RPE_RS12485,,,0,,,,,,no,no,no
RPE_RS12490,,,0,ACXYSJ_14535,33.94,94.56,4.02e-44,152.0,no,no,no
RPE_RS12495,,,0,ACXYSJ_14530,46.81,59.12,1.32e-18,74.7,no,no,no
RPE_RS12500,,,0,ACXYSJ_14525,22.68,104.59,1.68e-08,53.1,no,no,no
RPE_RS12505,,,0,,,,,,no,no,no
RPE_RS12510,,,0,,,,,,no,no,no
RPE_RS12515,,,0,,,,,,no,no,no
RPE_RS12520,,,0,ACXYSJ_18410,30.53,48.78,4.06e-32,126.0,no,no,no
RPE_RS12525,,,0,,,,,,no,no,no
RPE_RS12530,,,0,,,,,,no,no,no
RPE_RS12535,,,0,,,,,,no,no,no
RPE_RS12540,ACXYSJ_10985,ACXYSJ_10985,1,ACXYSJ_10985,90.37,100.32,0.00e+00,2352.0,yes,yes,no
RPE_RS12545,,,0,ACXYSJ_10990,64.55,99.67,5.07e-126,358.0,no,no,no
RPE_RS12550,,,0,ACXYSJ_11025,41.29,114.86,5.64e-36,121.0,no,no,no
RPE_RS12555,ACXYSJ_11030,ACXYSJ_11030,1,ACXYSJ_11030,75.12,98.53,2.08e-95,273.0,yes,yes,no
RPE_RS12560,ACXYSJ_11040,ACXYSJ_11040,1,ACXYSJ_11040,95.31,99.79,0.00e+00,947.0,yes,yes,no
RPE_RS12565,ACXYSJ_11045,ACXYSJ_11045,1,ACXYSJ_11045,97.32,99.12,1.08e-73,211.0,yes,yes,no
