Ref_Gene,Candidate_Target_Gene,Candidate_Target_Symbol,Candidate_Target_Product,Identity(%),E_value,Coverage,BBH,BiGG_True_Rxns,BiGG_True_Rxns_Details,Reason,Action
RPE_RS11315,ACXYSJ_15115,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,80.428,0.0,0.9732142857142856,<=>,DHNCOAS | NPHS,"DHNCOAS [1,4-dihydroxy-2-napthoyl-CoA synthase] :: h_c_u (H+) + sbzcoa_c_u (O-Succinylbenzoyl-CoA) --> 14dhncoa_c_u (1,4-dihydroxy-2-napthoyl-CoA) + h2o_c_u (H2O H2O) || NPHS [Naphthoate synthase] :: sbzcoa_c_u (O-Succinylbenzoyl-CoA) --> coa_c_u (Coenzyme A) + dhna_c_u (1,4-Dihydroxy-2-naphthoate)",target_gene_has_no_reactions,
RPE_RS09045,ACXYSJ_16405,,amidase,80.0,0.0,1.0,<=>,GLXCL,GLXCL [Glyoxalate carboligase] :: 2 glx_c_u (Glyoxylate) + h_c_u (H+) --> 2h3oppan_c_u (2-Hydroxy-3-oxopropanoate) + co2_c_u (CO2 CO2),target_gene_has_no_reactions,
RPE_RS15545,ACXYSJ_18925,,ABC transporter ATP-binding protein,79.868,1.48e-171,1.0033112582781456,<=>,ARBTNabcpp | ECA4COLIPAabctex,ARBTNabcpp [Aerobactin transport via ABC system (periplasm)] :: arbtn_fe3_p_u (Aerobactin) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arbtn_fe3_c_u (Aerobactin) + h_c_u (H+) + pi_c_u (Phosphate) || ECA4COLIPAabctex [Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + eca4colipa_p_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + eca4colipa_e_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS08900,ACXYSJ_20945,cysW,sulfate ABC transporter permease subunit CysW,79.739,3e-156,1.0166112956810631,<=>,SO3abcpp,SO3abcpp [Sulfite transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + so3_p_u (Sulfite) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + so3_c_u (Sulfite),target_gene_has_no_reactions,
RPE_RS23865,ACXYSJ_22650,,F0F1 ATP synthase subunit B family protein,79.63,8.569999999999999e-74,0.9818181818181818,<=>,ATPSu | ATPSum,ATPSu [ATP synthetase(u)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 14 h_u_u (H+) + 3 pi_c_u (Phosphate) --> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 11 h_c_u (H+) || ATPSum [ATP synthase (thylakoid membrane)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 13 h_u_u (H+) + 3 pi_c_u (Phosphate) <=> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 10 h_c_u (H+),target_gene_has_no_reactions,
RPE_RS08650,ACXYSJ_19995,nuoK,NADH-quinone oxidoreductase subunit NuoK,79.612,7.39e-54,1.0,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_has_no_reactions,
RPE_RS01405,ACXYSJ_23965,,F0F1 ATP synthase subunit epsilon,79.412,1.1999999999999999e-75,1.0,<=>,ATPSu | ATPSum,ATPSu [ATP synthetase(u)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 14 h_u_u (H+) + 3 pi_c_u (Phosphate) --> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 11 h_c_u (H+) || ATPSum [ATP synthase (thylakoid membrane)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 13 h_u_u (H+) + 3 pi_c_u (Phosphate) <=> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 10 h_c_u (H+),target_gene_has_no_reactions,
RPE_RS23880,ACXYSJ_22635,,F0F1 ATP synthase subunit A,79.032,2.29e-142,0.992,<=>,ATPSu | ATPSum,ATPSu [ATP synthetase(u)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 14 h_u_u (H+) + 3 pi_c_u (Phosphate) --> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 11 h_c_u (H+) || ATPSum [ATP synthase (thylakoid membrane)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 13 h_u_u (H+) + 3 pi_c_u (Phosphate) <=> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 10 h_c_u (H+),target_gene_has_no_reactions,
RPE_RS16515,ACXYSJ_10450,lptF,LPS export ABC transporter permease LptF,78.756,0.0,0.9922879177377892,<=>,K2L4Aabctex,K2L4Aabctex [KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + kdo2lipid4_p_u (KDO(2)-lipid IV(A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + kdo2lipid4_e_u (KDO(2)-lipid IV(A)) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS22685,ACXYSJ_21425,,4Fe-4S dicluster domain-containing protein,78.462,5.47e-35,1.0,<=>,NIT1b,NIT1b [Nitrogenase] :: 16 atp_c_u (ATP C10H12N5O13P3) + 4 fdxr_42_c_u (Ferredoxin (reduced form 4:2)) + 16 h2o_c_u (H2O H2O) + n2_c_u (Nitrogen) --> 16 adp_c_u (ADP C10H12N5O10P2) + 4 fdxo_42_c_u (Ferredoxin (oxidized form 4:2)) + h2_c_u (Hydrogen) + 6 h_c_u (H+) + 2 nh4_c_u (Ammonium) + 16 pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS08620,ACXYSJ_20025,nuoE,NADH-quinone oxidoreductase subunit NuoE,77.419,1.38e-86,0.981012658227848,<=>,H2ASE_syn | NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,H2ASE_syn [Bidirectional [NiFe] Hydrogenase] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) <=> h2_c_u (Hydrogen) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_has_no_reactions,
RPE_RS21045,ACXYSJ_17885,,branched-chain amino acid ABC transporter permease,77.329,2.14e-159,0.936046511627907,<=>,ALAabc | ILEabc | THRabc | VALabc,ALAabc [L-alanine transport via ABC system] :: ala__L_e_u (L-Alanine) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ala__L_c_u (L-Alanine) + h_c_u (H+) + pi_c_u (Phosphate) || ILEabc [L-isoleucine transport via ABC system] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + ile__L_e_u (L-Isoleucine) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + ile__L_c_u (L-Isoleucine) + pi_c_u (Phosphate) || THRabc [L-threonine transport via ABC system] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + thr__L_e_u (L-Threonine) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + thr__L_c_u (L-Threonine) || VALabc [L-valine transport via ABC system] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + val__L_e_u (L-Valine) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + val__L_c_u (L-Valine),target_gene_has_no_reactions,
RPE_RS08660,ACXYSJ_19985,,complex I subunit 4 family protein,76.971,0.0,1.002079002079002,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp | NDH_1_4_um_copy1,"NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH_1_4_um_copy1 [NAD(P)H dehydrogenase, carbon dioxide coupled (plastoquinone-8 & 4 protons)( Thylakoid)] :: co2_c_u (CO2 CO2) + 2 fdxrd_c_u (Reduced ferredoxin) + h2o_c_u (H2O H2O) + 4 h_c_u (H+) + pq_um_p_u (Plastoquinone) --> 2 fdxox_c_u (Oxidized ferredoxin) + 3 h_u_u (H+) + hco3_c_u (Bicarbonate) + pqh2_um_p_u (Plastoquinol)",target_gene_has_no_reactions,
RPE_RS14345,ACXYSJ_12040,,enoyl-CoA hydratase,76.277,1.17e-152,0.9963636363636365,<=>,CRNCAR | CRNCDH | OXDHCOAT,"CRNCAR [Carnitine-CoA racemase] :: crncoa_c_u (L-Carnitinyl-CoA) <=> crnDcoa_c_u (D-carnitinyl-CoA) || CRNCDH [Carnityl-CoA dehydratse] :: crncoa_c_u (L-Carnitinyl-CoA) <=> ctbtcoa_c_u (Crotonobetainyl-CoA) + h2o_c_u (H2O H2O) || OXDHCOAT [3-oxo-5,6-dehydrosuberyl-CoA thiolase] :: 3oxdhscoa_c_u (3-oxo-5,6-dehydrosuberyl-CoA) + coa_c_u (Coenzyme A) --> 23dhacoa_c_u (2,3-dehydroadipyl-CoA) + accoa_c_u (Acetyl-CoA)",target_gene_has_no_reactions,
RPE_RS08625,ACXYSJ_20020,,complex I 51 kDa subunit family protein,76.224,0.0,1.0,<=>,H2ASE_syn | NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,H2ASE_syn [Bidirectional [NiFe] Hydrogenase] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) <=> h2_c_u (Hydrogen) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_has_no_reactions,
RPE_RS23870,ACXYSJ_22645,,F0F1 ATP synthase subunit B family protein,75.806,5.52e-97,1.021978021978022,<=>,ATPSu | ATPSum,ATPSu [ATP synthetase(u)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 14 h_u_u (H+) + 3 pi_c_u (Phosphate) --> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 11 h_c_u (H+) || ATPSum [ATP synthase (thylakoid membrane)] :: 3 adp_c_u (ADP C10H12N5O10P2) + 13 h_u_u (H+) + 3 pi_c_u (Phosphate) <=> 3 atp_c_u (ATP C10H12N5O13P3) + 3 h2o_c_u (H2O H2O) + 10 h_c_u (H+),target_gene_has_no_reactions,
RPE_RS02150,ACXYSJ_01990,,LptA/OstA family protein,75.714,4.01e-100,0.963302752293578,<=>,K2L4Aabctex,K2L4Aabctex [KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + kdo2lipid4_p_u (KDO(2)-lipid IV(A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + kdo2lipid4_e_u (KDO(2)-lipid IV(A)) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS04795,ACXYSJ_05785,hyfB,hydrogenase 4 subunit B,75.632,0.0,1.0014880952380951,<=>,FHL,FHL [Formate-hydrogen lyase] :: for_c_u (Formate) + h_c_u (H+) --> co2_c_u (CO2 CO2) + h2_c_u (Hydrogen),target_gene_has_no_reactions,
RPE_RS00605,ACXYSJ_01505,,enoyl-CoA hydratase/isomerase family protein,75.465,6.34e-131,1.0037313432835822,<=>,ECOAH12,ECOAH12 [ECOAH12] :: 2mp2coa_c_u (2-Methylprop-2-enoyl-CoA) + h2o_c_u (H2O H2O) --> 3hibutcoa_c_u ((S)-3-Hydroxyisobutyryl-CoA),target_gene_has_no_reactions,
RPE_RS23735,ACXYSJ_22710,coxB,cytochrome c oxidase subunit II,74.035,3.82e-158,1.0035211267605637,<=>,CYOO2pp,CYOO2pp [Cytochrome-c oxidase (2 protons translocated) periplasm] :: 2 focytC_c_u (Ferrocytochrome C) + 4 h_c_u (H+) + 0.5 o2_c_u (O2 O2) --> 2 ficytC_c_u (Ferricytochrome c) + h2o_c_u (H2O H2O) + 2 h_p_u (H+),target_gene_has_no_reactions,
RPE_RS04940,ACXYSJ_05150,,2-oxoacid:acceptor oxidoreductase family protein,73.118,1.06e-84,1.0,<=>,PFOR,PFOR [Pyruvate flavodoxin oxidoreductase] :: coa_c_u (Coenzyme A) + fldox_c_u (Flavodoxin (oxidized) - obsolete) + h_c_u (H+) + pyr_c_u (Pyruvate) --> accoa_c_u (Acetyl-CoA) + co2_c_u (CO2 CO2) + fldrd_c_u (Flavodoxin (reduced) - obsolete),target_gene_has_no_reactions,
RPE_RS15825,ACXYSJ_14270,,FecCD family ABC transporter permease,72.951,3.98e-139,1.0027397260273974,<=>,FEENTERabcpp,FEENTERabcpp [Fe-enterobactin transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + feenter_p_u (Fe-enterobactin) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + feenter_c_u (Fe-enterobactin) + h_c_u (H+) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS12705,ACXYSJ_11180,,NADH-quinone oxidoreductase subunit J,72.77,2.82e-96,1.0,<=>,NDH_1_4_um_copy1,"NDH_1_4_um_copy1 [NAD(P)H dehydrogenase, carbon dioxide coupled (plastoquinone-8 & 4 protons)( Thylakoid)] :: co2_c_u (CO2 CO2) + 2 fdxrd_c_u (Reduced ferredoxin) + h2o_c_u (H2O H2O) + 4 h_c_u (H+) + pq_um_p_u (Plastoquinone) --> 2 fdxox_c_u (Oxidized ferredoxin) + 3 h_u_u (H+) + hco3_c_u (Bicarbonate) + pqh2_um_p_u (Plastoquinol)",target_gene_has_no_reactions,
RPE_RS02145,ACXYSJ_01995,lptC,LPS export ABC transporter periplasmic protein LptC,72.727,1.54e-114,0.9457013574660632,<=>,K2L4Aabctex,K2L4Aabctex [KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + kdo2lipid4_p_u (KDO(2)-lipid IV(A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + kdo2lipid4_e_u (KDO(2)-lipid IV(A)) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS12675,ACXYSJ_11150,nuoE,NADH-quinone oxidoreductase subunit NuoE,72.177,1.97e-133,0.992,<=>,H2ASE_syn,H2ASE_syn [Bidirectional [NiFe] Hydrogenase] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) <=> h2_c_u (Hydrogen) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate),target_gene_has_no_reactions,
RPE_RS08665,ACXYSJ_19980,,NADH-quinone oxidoreductase subunit N,71.891,4.99e-167,0.8796498905908097,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_has_no_reactions,
RPE_RS11035,ACXYSJ_15295,,ABC transporter permease/substrate-binding protein,71.538,0.0,1.0058027079303675,<=>,CTBTabcpp,CTBTabcpp [Crotonobetaine transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + ctbt_p_u (Crotonobetaine) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ctbt_c_u (Crotonobetaine) + h_c_u (H+) + pi_c_u (Phosphate),target_gene_has_no_reactions,
RPE_RS16525,ACXYSJ_10440,,LPS-assembly protein LptD,71.138,0.0,0.9823529411764704,<=>,K2L4Aabctex,K2L4Aabctex [KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + kdo2lipid4_p_u (KDO(2)-lipid IV(A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + kdo2lipid4_e_u (KDO(2)-lipid IV(A)) + pi_c_u (Phosphate),target_gene_has_no_reactions,
