query_locus_tag,query_gene,query_product,subject_locus_tag,subject_gene,subject_product,pident,qcov,scov,evalue,bitscore,reciprocal_best_hit,pass_threshold,used_for_conversion
PGIDNB_10970,,Bifunctional NAD(P)H-hydrate repair enzyme,ACXYSJ_11050,,NAD(P)H-hydrate dehydratase,100,100,100,0.00E+00,982,yes,yes,yes
PGIDNB_10975,,putative branched-chain-amino-acid aminotransferase,ACXYSJ_11055,,aminotransferase class IV,100,100,100,0.00E+00,526,yes,yes,yes
PGIDNB_10980,pabB,aminodeoxychorismate synthase component I,ACXYSJ_11060,pabB,aminodeoxychorismate synthase component I,100,100,100,0.00E+00,1386,yes,yes,yes
PGIDNB_10985,,Multicopper oxidase with three cupredoxin domains (Includes cell division protein FtsP and spore coat protein CotA),ACXYSJ_11065,,multicopper oxidase family protein,100,100,100,0.00E+00,857,yes,yes,yes
PGIDNB_10995,tig,trigger factor,ACXYSJ_11075,tig,trigger factor,100,100,100,0.00E+00,904,yes,yes,yes
PGIDNB_11000,clpP,ATP-dependent Clp protease proteolytic subunit,ACXYSJ_11080,,ATP-dependent Clp protease proteolytic subunit,100,100,100,2.50E-162,444,yes,yes,yes
PGIDNB_11005,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,ACXYSJ_11085,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,100,100,100,0.00E+00,865,yes,yes,yes
PGIDNB_11010,lon,endopeptidase La,ACXYSJ_11090,lon,endopeptidase La,100,100,100,0.00E+00,1640,yes,yes,yes
PGIDNB_11020,,hypothetical protein,ACXYSJ_11100,,hypothetical protein,100,100,100,1.41E-65,189,yes,yes,yes
PGIDNB_11025,pepT,peptidase T,ACXYSJ_11105,pepT,peptidase T,99.76,100,98.37,0.00E+00,869,yes,yes,yes
PGIDNB_11030,,HU family DNA-binding protein,ACXYSJ_11110,,HU family DNA-binding protein,100,100,100,8.70E-68,196,yes,yes,yes
PGIDNB_11040,,hypothetical protein,ACXYSJ_11120,,hypothetical protein,100,100,100,4.56E-40,122,yes,yes,yes
PGIDNB_11045,nuoA,NADH-quinone oxidoreductase subunit A,ACXYSJ_11125,,NADH-quinone oxidoreductase subunit A,100,100,100,1.91E-84,239,yes,yes,yes
PGIDNB_11050,nuoB2,NADH-quinone oxidoreductase subunit B 2,ACXYSJ_11130,,NuoB/complex I 20 kDa subunit family protein,100,100,100,4.09E-150,411,yes,yes,yes
PGIDNB_11055,nuoC,NADH-quinone oxidoreductase subunit C,ACXYSJ_11135,,NADH-quinone oxidoreductase subunit C,100,100,100,1.59E-149,410,yes,yes,yes
PGIDNB_11060,nuoD2,NADH-quinone oxidoreductase subunit D,ACXYSJ_11140,,NADH-quinone oxidoreductase subunit D,100,98.8,100,0.00E+00,853,yes,yes,yes
PGIDNB_11065,,Methyltransferase FkbM,ACXYSJ_11145,,FkbM family methyltransferase,100,100,100,0.00E+00,664,yes,yes,yes
PGIDNB_11070,nuoE,NADH-quinone oxidoreductase subunit NuoE,ACXYSJ_11150,nuoE,NADH-quinone oxidoreductase subunit NuoE,100,100,100,0.00E+00,519,yes,yes,yes
PGIDNB_11075,,hypothetical protein,ACXYSJ_11155,,hypothetical protein,100,100,100,1.12E-47,142,yes,yes,yes
PGIDNB_11080,nuoF,NADH-quinone oxidoreductase subunit NuoF,ACXYSJ_11160,nuoF,NADH-quinone oxidoreductase subunit NuoF,100,100,100,0.00E+00,906,yes,yes,yes
PGIDNB_11085,nuoG,NADH-quinone oxidoreductase subunit NuoG,ACXYSJ_11165,nuoG,NADH-quinone oxidoreductase subunit NuoG,100,100,100,0.00E+00,1405,yes,yes,yes
PGIDNB_11090,nuoH,NADH-quinone oxidoreductase subunit NuoH,ACXYSJ_11170,nuoH,NADH-quinone oxidoreductase subunit NuoH,100,100,100,0.00E+00,665,yes,yes,yes
PGIDNB_11095,nuoI,NADH-quinone oxidoreductase subunit NuoI,ACXYSJ_11175,nuoI,NADH-quinone oxidoreductase subunit NuoI,100,100,100,4.00E-120,333,yes,yes,yes
PGIDNB_11100,,NADH-quinone oxidoreductase subunit J,ACXYSJ_11180,,NADH-quinone oxidoreductase subunit J,100,100,100,1.67E-153,421,yes,yes,yes
PGIDNB_11105,nuoK,NADH-quinone oxidoreductase subunit NuoK,ACXYSJ_11185,nuoK,NADH-quinone oxidoreductase subunit NuoK,100,100,100,2.24E-66,192,yes,yes,yes
PGIDNB_11110,nuoL,NADH-quinone oxidoreductase subunit L,ACXYSJ_11190,nuoL,NADH-quinone oxidoreductase subunit L,100,100,100,0.00E+00,1403,yes,yes,yes
PGIDNB_11115,nuoM,NADH-quinone oxidoreductase subunit M,ACXYSJ_11195,,NADH-quinone oxidoreductase subunit M,100,100,100,0.00E+00,1004,yes,yes,yes
PGIDNB_11120,nuoN,NADH-quinone oxidoreductase subunit NuoN,ACXYSJ_11200,nuoN,NADH-quinone oxidoreductase subunit NuoN,100,100,100,0.00E+00,928,yes,yes,yes
PGIDNB_11125,,Biotin--[biotin carboxyl-carrier protein] ligase,ACXYSJ_11205,,biotin--[acetyl-CoA-carboxylase] ligase,100,100,100,0.00E+00,527,yes,yes,yes
PGIDNB_11130,rnjA,MBL fold metallo-hydrolase,ACXYSJ_11210,,ribonuclease J,100,100,100,0.00E+00,1123,yes,yes,yes
PGIDNB_11135,mce,methylmalonyl-CoA epimerase,ACXYSJ_11215,mce,methylmalonyl-CoA epimerase,100,100,100,3.41E-96,270,yes,yes,yes
PGIDNB_11140,,DUF1467 domain-containing protein,ACXYSJ_11220,,DUF1467 family protein,100,100,100,1.68E-64,186,yes,yes,yes
PGIDNB_11145,,hypothetical protein,ACXYSJ_11225,,DUF2946 family protein,100,100,100,9.29E-88,248,yes,yes,yes
PGIDNB_11150,,Copper chaperone PCu(A)C,ACXYSJ_11230,,copper chaperone PCu(A)C,100,100,100,1.30E-123,342,yes,yes,yes
PGIDNB_11155,proS,proline--tRNA ligase,ACXYSJ_11235,proS,proline--tRNA ligase,100,100,100,0.00E+00,900,yes,yes,yes
PGIDNB_11160,lolE,lipoprotein-releasing ABC transporter permease subunit,ACXYSJ_11240,,lipoprotein-releasing ABC transporter permease subunit,100,100,100,0.00E+00,853,yes,yes,yes
PGIDNB_11165,lolD2,Lipoprotein-releasing system ATP-binding protein LolD 2,ACXYSJ_11245,,ABC transporter ATP-binding protein,100,100,100,1.41E-172,471,yes,yes,yes
PGIDNB_11170,,DUF3551 domain-containing protein,ACXYSJ_11250,,DUF3551 domain-containing protein,100,100,100,4.29E-62,180,yes,yes,yes
PGIDNB_11175,,DUF3551 domain-containing protein,ACXYSJ_11255,,DUF3551 domain-containing protein,100,100,100,2.04E-54,160,yes,yes,yes
PGIDNB_11180,,"Transcriptional regulator, TetR family",ACXYSJ_11260,,TetR/AcrR family transcriptional regulator,100,100,100,4.80E-141,388,yes,yes,yes
PGIDNB_11185,,putative RNA methyltransferase RPD_2859,ACXYSJ_11265,rlmN,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,100,100,100,0.00E+00,731,yes,yes,yes
PGIDNB_11190,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_11195,dnaE,DNA polymerase III subunit alpha,ACXYSJ_11270,dnaE,DNA polymerase III subunit alpha,100,100,100,0.00E+00,2348,yes,yes,yes
PGIDNB_11200,rpsB,30S ribosomal protein S2,ACXYSJ_11275,,30S ribosomal protein S2,100,100,100,0.00E+00,675,yes,yes,yes
PGIDNB_11205,tsf,translation elongation factor Ts,ACXYSJ_11280,tsf,translation elongation factor Ts,100,100,100,0.00E+00,617,yes,yes,yes
PGIDNB_11210,pyrH,UMP kinase,ACXYSJ_11285,pyrH,UMP kinase,100,100,100,3.15E-173,473,yes,yes,yes
PGIDNB_11215,frr,ribosome recycling factor,ACXYSJ_11290,frr,ribosome recycling factor,100,100,100,5.41E-137,377,yes,yes,yes
PGIDNB_11220,uppS,isoprenyl transferase,ACXYSJ_11295,,isoprenyl transferase,100,100,100,0.00E+00,508,yes,yes,yes
PGIDNB_11225,,phosphatidate cytidylyltransferase,ACXYSJ_11300,,phosphatidate cytidylyltransferase,100,100,100,0.00E+00,534,yes,yes,yes
PGIDNB_11230,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,ACXYSJ_11305,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,100,97.14,100,0.00E+00,813,yes,yes,yes
PGIDNB_11235,rseP,RIP metalloprotease RseP,ACXYSJ_11310,rseP,RIP metalloprotease RseP,100,100,100,0.00E+00,766,yes,yes,yes
PGIDNB_11240,bamA,outer membrane protein assembly factor BamA,ACXYSJ_11315,bamA,outer membrane protein assembly factor BamA,100,100,100,0.00E+00,1721,yes,yes,yes
PGIDNB_11245,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,ACXYSJ_11320,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,100,100,100,0.00E+00,722,yes,yes,yes
PGIDNB_11250,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,ACXYSJ_11325,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,100,100,100,1.07E-112,313,yes,yes,yes
PGIDNB_11255,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,ACXYSJ_11330,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,100,100,100,0.00E+00,560,yes,yes,yes
PGIDNB_11260,,"UDP-2,3-diacylglucosamine diphosphatase LpxI",ACXYSJ_11335,,LpxI family protein,100,100,100,0.00E+00,558,yes,yes,yes
PGIDNB_11265,lpxB,lipid-A-disaccharide synthase,ACXYSJ_11340,lpxB,lipid-A-disaccharide synthase,100,100,100,0.00E+00,786,yes,yes,yes
PGIDNB_11270,gltA,citrate synthase,ACXYSJ_11345,gltA,citrate synthase,100,100,100,0.00E+00,912,yes,yes,yes
PGIDNB_11275,gltX,glutamate--tRNA ligase,ACXYSJ_11350,gltX,glutamate--tRNA ligase,100,100,100,0.00E+00,958,yes,yes,yes
PGIDNB_11280,"glnS,gltX",glutamine--tRNA ligase/YqeY domain fusion protein,ACXYSJ_11355,,glutamine--tRNA ligase/YqeY domain fusion protein,100,100,100,0.00E+00,1162,yes,yes,yes
PGIDNB_11285,,ComEC/Rec2-related protein,ACXYSJ_11360,,ComEC/Rec2 family competence protein,100,100,100,0.00E+00,1482,yes,yes,yes
PGIDNB_11290,lexA,transcriptional repressor LexA,ACXYSJ_11365,lexA,transcriptional repressor LexA,100,100,100,9.14E-172,469,yes,yes,yes
PGIDNB_11295,,Molybdopterin molybdenumtransferase,ACXYSJ_11370,,molybdopterin molybdotransferase MoeA,100,100,100,0.00E+00,788,yes,yes,yes
PGIDNB_11300,,hypothetical protein,ACXYSJ_11375,,hypothetical protein,100,100,100,1.53E-79,226,yes,yes,yes
PGIDNB_11305,,4HBT domain-containing protein,ACXYSJ_11380,,acyl-CoA thioesterase,100,100,100,1.68E-119,331,yes,yes,yes
PGIDNB_11310,,"HAD-superfamily hydrolase subfamily IA, variant 3",ACXYSJ_11385,,HAD family hydrolase,100,100,100,1.59E-150,413,yes,yes,yes
PGIDNB_11315,,Chemotaxis protein MotB,ACXYSJ_11390,,OmpA/MotB family protein,100,100,100,0.00E+00,577,yes,yes,yes
PGIDNB_11320,,pilus assembly protein PilZ,ACXYSJ_11395,,PilZ domain-containing protein,100,100,100,3.12E-57,167,yes,yes,yes
PGIDNB_11325,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_11330,,"ATPase, E1-E2 type",ACXYSJ_11410,,cation-translocating P-type ATPase,100,100,100,0.00E+00,1684,yes,yes,yes
PGIDNB_11335,moaC,cyclic pyranopterin monophosphate synthase MoaC,ACXYSJ_11415,moaC,cyclic pyranopterin monophosphate synthase MoaC,100,100,100,1.48E-120,334,yes,yes,yes
PGIDNB_11340,trpC,indole-3-glycerol phosphate synthase TrpC,ACXYSJ_11420,trpC,indole-3-glycerol phosphate synthase TrpC,100,100,100,0.00E+00,526,yes,yes,yes
PGIDNB_11345,trpD,Anthranilate phosphoribosyltransferase,ACXYSJ_11425,trpD,anthranilate phosphoribosyltransferase,100,100,100,0.00E+00,675,yes,yes,yes
PGIDNB_11350,,Parvulin-like PPIase,ACXYSJ_11430,,SurA N-terminal domain-containing protein,100,100,100,0.00E+00,1276,yes,yes,yes
PGIDNB_11355,tpiA,triose-phosphate isomerase,ACXYSJ_11435,tpiA,triose-phosphate isomerase,100,100,100,0.00E+00,518,yes,yes,yes
PGIDNB_11360,secG,preprotein translocase subunit SecG,ACXYSJ_11440,secG,preprotein translocase subunit SecG,100,100,100,1.23E-87,248,yes,yes,yes
PGIDNB_11365,pyrG,CTP synthase,ACXYSJ_11445,,CTP synthase,100,100,100,0.00E+00,1106,yes,yes,yes
PGIDNB_11370,,PAAR,ACXYSJ_11450,,PAAR domain-containing protein,100,100,98.23,2.06E-74,213,yes,yes,yes
PGIDNB_11375,,hypothetical protein,ACXYSJ_11455,,hypothetical protein,100,100,100,0.00E+00,587,yes,yes,yes
PGIDNB_11380,,Glyoxalase-like-dom domain-containing protein,ACXYSJ_11460,,VOC family protein,100,100,100,0.00E+00,583,yes,yes,yes
PGIDNB_11385,kdsA,3-deoxy-8-phosphooctulonate synthase,ACXYSJ_11465,kdsA,3-deoxy-8-phosphooctulonate synthase,100,100,100,0.00E+00,578,yes,yes,yes
PGIDNB_11390,,Major facilitator superfamily MFS_1,ACXYSJ_11470,,MFS transporter,100,100,100,0.00E+00,779,yes,yes,yes
PGIDNB_11395,,ErfK/YbiS/YcfS/YnhG,ACXYSJ_11475,,"L,D-transpeptidase family protein",100,97.91,100,0.00E+00,1030,yes,yes,yes
PGIDNB_11400,queF,preQ(1) synthase,ACXYSJ_11480,queF,preQ(1) synthase,100,100,100,2.14E-117,325,yes,yes,yes
PGIDNB_11405,eno,phosphopyruvate hydratase,ACXYSJ_11485,eno,phosphopyruvate hydratase,100,100,100,0.00E+00,867,yes,yes,yes
PGIDNB_11410,,Alcohol dehydrogenase GroES-like,ACXYSJ_11490,,zinc-binding dehydrogenase,100,100,100,0.00E+00,763,yes,yes,yes
PGIDNB_11415,,Lysine exporter protein (LYSE/YGGA),ACXYSJ_11495,,LysE family translocator,100,100,100,3.98E-146,402,yes,yes,yes
PGIDNB_11420,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_11425,,Cell division protein FtsB,ACXYSJ_11500,,septum formation initiator family protein,100,100,100,1.82E-72,207,yes,yes,yes
PGIDNB_11430,pdhA,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,ACXYSJ_11505,pdhA,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,100,100,100,0.00E+00,716,yes,yes,yes
PGIDNB_11435,aceF,pyruvate dehydrogenase complex E1 component subunit beta,ACXYSJ_11510,,pyruvate dehydrogenase complex E1 component subunit beta,100,100,100,0.00E+00,950,yes,yes,yes
PGIDNB_11440,,DUF5076 domain-containing protein,ACXYSJ_11515,,DUF5076 domain-containing protein,100,100,100,2.58E-69,199,yes,yes,yes
PGIDNB_11445,,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,ACXYSJ_11520,,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,100,100,100,0.00E+00,948,yes,yes,yes
PGIDNB_11450,,DNA methyltransferase,ACXYSJ_11525,,endonuclease domain-containing protein,100,100,41.13,9.34E-40,124,yes,yes,yes
PGIDNB_11455,lpdA,dihydrolipoyl dehydrogenase,ACXYSJ_11530,lpdA,dihydrolipoyl dehydrogenase,100,100,100,0.00E+00,959,yes,yes,yes
PGIDNB_11460,ilvD,dihydroxy-acid dehydratase,ACXYSJ_11535,ilvD,dihydroxy-acid dehydratase,100,100,100,0.00E+00,1180,yes,yes,yes
PGIDNB_11465,,Exopolysaccharide regulatory protein exoR,ACXYSJ_11540,,tetratricopeptide repeat protein,100,100,100,0.00E+00,557,yes,yes,yes
PGIDNB_11470,xth,exodeoxyribonuclease III,ACXYSJ_11545,xth,exodeoxyribonuclease III,100,100,100,0.00E+00,545,yes,yes,yes
PGIDNB_11475,,Secretion protein HlyD,ACXYSJ_11550,,efflux RND transporter periplasmic adaptor subunit,100,97.16,100,0.00E+00,748,yes,yes,yes
PGIDNB_11480,,acriflavine resistance protein B,ACXYSJ_11555,,efflux RND transporter permease subunit,100,100,100,0.00E+00,2102,yes,yes,yes
PGIDNB_11485,,Transcriptional regulators,ACXYSJ_11560,,helix-turn-helix domain-containing protein,100,100,100,1.70E-82,233,yes,yes,yes
PGIDNB_11490,,hypothetical protein,ACXYSJ_11565,,hypothetical protein,100,100,100,0.00E+00,627,yes,yes,yes
PGIDNB_11495,,Neur-chan-LBD domain-containing protein,ACXYSJ_11570,,neurotransmitter-gated ion-channel ligand-binding protein,100,100,100,0.00E+00,699,yes,yes,yes
PGIDNB_11500,,dCache-3 domain-containing protein,ACXYSJ_11575,,cache domain-containing protein,100,100,100,0.00E+00,669,yes,yes,yes
PGIDNB_11505,erpA,iron-sulfur cluster insertion protein ErpA,ACXYSJ_11580,erpA,iron-sulfur cluster insertion protein ErpA,100,100,100,7.59E-77,219,yes,yes,yes
PGIDNB_11510,dgt,deoxyguanosinetriphosphate triphosphohydrolase,ACXYSJ_11585,,deoxyguanosinetriphosphate triphosphohydrolase,100,100,99.01,0.00E+00,809,yes,yes,yes
PGIDNB_11515,argS,arginine--tRNA ligase,ACXYSJ_11590,argS,arginine--tRNA ligase,100,100,100,0.00E+00,1207,yes,yes,yes
PGIDNB_11520,,Sporulation related,ACXYSJ_11595,,SPOR domain-containing protein,100,100,100,0.00E+00,1053,yes,yes,yes
PGIDNB_11525,nagZ,beta-N-acetylhexosaminidase,ACXYSJ_11600,nagZ,beta-N-acetylhexosaminidase,100,100,100,0.00E+00,682,yes,yes,yes
PGIDNB_11530,,segregation/condensation protein A,ACXYSJ_11605,,segregation and condensation protein A,100,100,100,0.00E+00,540,yes,yes,yes
PGIDNB_11535,scpB,SMC-Scp complex subunit ScpB,ACXYSJ_11610,scpB,SMC-Scp complex subunit ScpB,100,100,100,0.00E+00,753,yes,yes,yes
PGIDNB_11540,tatA,twin-arginine translocase TatA/TatE family subunit,ACXYSJ_11615,,twin-arginine translocase TatA/TatE family subunit,100,100,100,4.31E-54,159,yes,yes,yes
PGIDNB_11545,tatB,Sec-independent protein translocase protein TatB,ACXYSJ_11620,tatB,Sec-independent protein translocase protein TatB,100,93,100,1.59E-134,372,yes,yes,yes
PGIDNB_11550,tatC,twin-arginine translocase subunit TatC,ACXYSJ_11625,tatC,twin-arginine translocase subunit TatC,100,100,100,0.00E+00,531,yes,yes,yes
PGIDNB_11555,serS,serine--tRNA ligase,ACXYSJ_11630,serS,serine--tRNA ligase,100,100,100,0.00E+00,1001,yes,yes,yes
PGIDNB_11560,,Allergen V5/Tpx-1 related,ACXYSJ_11635,,CAP domain-containing protein,100,100,100,7.50E-143,392,yes,yes,yes
PGIDNB_11565,,hypothetical protein,ACXYSJ_11640,,hypothetical protein,100,100,100,1.10E-63,184,yes,yes,yes
PGIDNB_11570,surE,5'/3'-nucleotidase SurE,ACXYSJ_11645,surE,5'/3'-nucleotidase SurE,100,100,100,0.00E+00,520,yes,yes,yes
PGIDNB_11575,cheY,Response regulator receiver domain protein,ACXYSJ_11650,,response regulator,100,100,100,3.80E-88,249,yes,yes,yes
PGIDNB_11580,pcm,protein-L-isoaspartate(D-aspartate) O-methyltransferase,ACXYSJ_11655,,protein-L-isoaspartate(D-aspartate) O-methyltransferase,100,93.94,100,2.78E-158,434,yes,yes,yes
PGIDNB_11585,,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain",ACXYSJ_11660,,peptidoglycan DD-metalloendopeptidase family protein,100,100,96.86,0.00E+00,907,yes,yes,yes
PGIDNB_11590,,OMP-b-brl domain-containing protein,ACXYSJ_11665,,outer membrane beta-barrel protein,100,100,100,0.00E+00,1168,yes,yes,yes
PGIDNB_11595,atu1564,AAA family ATPase,ACXYSJ_11670,,ATP-binding protein,100,100,100,0.00E+00,662,yes,yes,yes
PGIDNB_11600,yajC,preprotein translocase subunit YajC,ACXYSJ_11675,yajC,preprotein translocase subunit YajC,100,100,100,2.65E-105,294,yes,yes,yes
PGIDNB_11605,secD,protein translocase subunit SecD,ACXYSJ_11680,secD,protein translocase subunit SecD,100,100,100,0.00E+00,1061,yes,yes,yes
PGIDNB_11610,secF,Preprotein translocase subunit SecF,ACXYSJ_11685,secF,protein translocase subunit SecF,100,93.77,100,0.00E+00,702,yes,yes,yes
PGIDNB_11615,,"Uncharacterized conserved protein, contains Mth938-like domain",ACXYSJ_11690,,Mth938-like domain-containing protein,100,100,100,2.77E-92,259,yes,yes,yes
PGIDNB_11620,,Phytoene synthase,ACXYSJ_11695,,phytoene/squalene synthase family protein,100,100,100,0.00E+00,575,yes,yes,yes
PGIDNB_11625,trmFO,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5)) -methyltransferase (FADH(2)-oxidizing) TrmFO,ACXYSJ_11700,trmFO,methylenetetrahydrofolate--tRNA-(uracil(54)- C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO,100,100,100,0.00E+00,971,yes,yes,yes
PGIDNB_11630,,hypothetical protein,ACXYSJ_11705,,DUF1127 domain-containing protein,100,100,100,2.50E-31,99.8,yes,yes,yes
PGIDNB_11635,,DUF2189 domain-containing protein,ACXYSJ_11710,,DUF2189 domain-containing protein,100,100,100,0.00E+00,589,yes,yes,yes
PGIDNB_11640,,DUF3597 domain-containing protein,ACXYSJ_11715,,DUF3597 domain-containing protein,100,100,100,1.99E-89,252,yes,yes,yes
PGIDNB_11645,,"DNA-binding transcriptional regulator, MarR family",ACXYSJ_11720,,MarR family winged helix-turn-helix transcriptional regulator,100,100,100,1.82E-124,345,yes,yes,yes
PGIDNB_11650,,3-methyladenine DNA glycosylase AlkC,ACXYSJ_11725,,HEAT repeat domain-containing protein,100,100,100,0.00E+00,516,yes,yes,yes
PGIDNB_11655,,DUF6616 domain-containing protein,ACXYSJ_11730,,DUF6616 family protein,100,100,100,4.06E-81,230,yes,yes,yes
PGIDNB_11660,,PaaI family thioesterase,ACXYSJ_11735,,PaaI family thioesterase,100,100,100,4.38E-100,280,yes,yes,yes
PGIDNB_11665,,N-acetyltransferase domain-containing protein,ACXYSJ_11740,,GNAT family N-acetyltransferase,100,100,100,2.05E-68,197,yes,yes,yes
PGIDNB_11670,,DUF3828 domain-containing protein,ACXYSJ_11745,,DUF3828 domain-containing protein,100,100,100,7.59E-124,343,yes,yes,yes
PGIDNB_11675,,hypothetical protein,ACXYSJ_11750,,hypothetical protein,100,100,100,2.00E-24,82,yes,yes,yes
PGIDNB_11680,,Ion transport 2,ACXYSJ_11755,,potassium channel family protein,100,100,100,0.00E+00,521,yes,yes,yes
PGIDNB_11685,,hypothetical protein,ACXYSJ_11760,,hypothetical protein,100,100,100,3.56E-86,243,yes,yes,yes
PGIDNB_11690,,DUF433 domain-containing protein,ACXYSJ_11765,,DUF433 domain-containing protein,100,100,100,4.95E-50,149,yes,yes,yes
PGIDNB_11695,,hypothetical protein,ACXYSJ_11770,,hypothetical protein,100,100,100,0.00E+00,815,yes,yes,yes
PGIDNB_11700,uvrA,excinuclease ABC subunit UvrA,ACXYSJ_11775,uvrA,excinuclease ABC subunit UvrA,100,100,100,0.00E+00,2067,yes,yes,yes
PGIDNB_11705,,OMP-b-brl domain-containing protein,ACXYSJ_11780,,outer membrane protein,100,100,100,1.20E-175,479,yes,yes,yes
PGIDNB_11710,ssb,single-stranded DNA-binding protein,ACXYSJ_11785,,single-stranded DNA-binding protein,100,100,100,6.45E-124,343,yes,yes,yes
PGIDNB_11715,,hypothetical protein,ACXYSJ_11790,,hypothetical protein,100,100,100,1.94E-85,242,yes,yes,yes
PGIDNB_11720,,DNA-binding protein,ACXYSJ_11795,,hemolysin family protein,100,100,100,0.00E+00,848,yes,yes,yes
PGIDNB_11725,mazG,nucleoside triphosphate pyrophosphohydrolase,ACXYSJ_11800,mazG,nucleoside triphosphate pyrophosphohydrolase,100,100,100,0.00E+00,559,yes,yes,yes
PGIDNB_11730,queC,7-cyano-7-deazaguanine synthase QueC,ACXYSJ_11805,queC,7-cyano-7-deazaguanine synthase QueC,100,100,100,2.40E-178,486,yes,yes,yes
PGIDNB_11735,,Beta-lactamase,ACXYSJ_11810,,serine hydrolase domain-containing protein,100,91.08,100,0.00E+00,810,yes,yes,yes
PGIDNB_11740,,Acetyltransf-6 domain-containing protein,ACXYSJ_11815,,GNAT family N-acetyltransferase,99.74,99.22,100,0.00E+00,769,yes,yes,yes
PGIDNB_11745,,nitrile hydratase accessory protein,ACXYSJ_11825,,nitrile hydratase accessory protein,100,100,100,2.28E-93,262,yes,yes,yes
PGIDNB_11750,nthB,nitrile hydratase subunit beta,ACXYSJ_11830,nthB,nitrile hydratase subunit beta,100,100,100,3.97E-162,443,yes,yes,yes
PGIDNB_11755,nthA,nitrile hydratase subunit alpha,ACXYSJ_11835,nthA,nitrile hydratase subunit alpha,100,86.31,100,4.14E-155,426,yes,yes,yes
PGIDNB_11760,,Putative mono-oxygenase ydhR,ACXYSJ_11840,,YdhR family protein,100,100,100,3.52E-75,214,yes,yes,yes
PGIDNB_11765,,ATP-dependent DNA helicase,ACXYSJ_11845,,ATP-dependent helicase,100,100,100,0.00E+00,1400,yes,yes,yes
PGIDNB_11770,,Collagen triple helix repeat,ACXYSJ_11850,,collagen-like protein,100,100,100,1.78E-118,329,yes,yes,yes
PGIDNB_11775,,Heavy metal efflux pump CzcA,ACXYSJ_11855,,efflux RND transporter permease subunit,100,100,100,0.00E+00,2085,yes,yes,yes
PGIDNB_11780,,Secretion protein HlyD,ACXYSJ_11860,,efflux RND transporter periplasmic adaptor subunit,100,100,100,0.00E+00,915,yes,yes,yes
PGIDNB_11785,,heavy metal RND transporter,ACXYSJ_11865,,FixH family protein,100,100,100,1.28E-91,258,yes,yes,yes
PGIDNB_11790,,hypothetical protein,ACXYSJ_11870,,hypothetical protein,100,100,92.47,7.74E-96,270,yes,yes,yes
PGIDNB_11795,,Histone-like nucleoid-structuring protein H-NS,ACXYSJ_11875,,H-NS histone family protein,100,100,100,3.53E-88,249,yes,yes,yes
PGIDNB_11800,,hypothetical protein,ACXYSJ_11880,,hypothetical protein,100,72.53,100,1.44E-42,130,yes,no,no
PGIDNB_11805,,hypothetical protein,ACXYSJ_11885,,adenylate/guanylate cyclase domain-containing protein,99.69,94.12,100,0.00E+00,655,yes,yes,yes
PGIDNB_11810,,Curlin associated repeat-containing protein,ACXYSJ_11890,,curlin repeat-containing protein,100,100,100,2.12E-59,173,yes,yes,yes
PGIDNB_11815,,hypothetical protein,ACXYSJ_11895,,hypothetical protein,100,100,100,4.94E-63,182,yes,yes,yes
PGIDNB_11820,,"Lytic transglycosylase, catalytic",ACXYSJ_11900,,lytic transglycosylase domain-containing protein,100,100,100,7.89E-178,485,yes,yes,yes
PGIDNB_11825,,curli production assembly protein CsgG,ACXYSJ_11905,,CsgG/HfaB family protein,99.68,100,99.36,0.00E+00,630,yes,yes,yes
PGIDNB_11830,,Curli production assembly/transport component CsgF,ACXYSJ_11910,,curli production assembly/transport component CsgF,100,100,100,1.03E-93,264,yes,yes,yes
PGIDNB_11835,,Putative minor curlin subunit (Fimbrin sef17 minor subunit),ACXYSJ_11915,,curlin subunit CsgB,100,100,100,3.80E-120,333,yes,yes,yes
PGIDNB_11840,,hypothetical protein,ACXYSJ_11920,csgH,curli-like amyloid fiber formation chaperone CsgH,100,100,100,1.60E-76,218,yes,yes,yes
PGIDNB_11845,,Curlin associated,ACXYSJ_11925,,curlin,100,100,100,0.00E+00,827,yes,yes,yes
